Sl. No.,CRIME HEAD,MAJOR HEAD,MINOR HEAD,During the current year upto the end of month under review,During the corresponding month of previous year,During the previous month,During the current month
455,A- IPC CRIME,UNNATURAL SEX (Sec.377 IPC),Major - Woman,3,0,0,1
456,A- IPC CRIME,UNNATURAL SEX (Sec.377 IPC),Minor - Boy,1,1,0,0
457,A- IPC CRIME,UNNATURAL SEX (Sec.377 IPC),Minor - Girl,0,0,0,0
458,A- IPC CRIME,WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC),Attempt to Commit,26,3,5,5
459,A- IPC CRIME,WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC),To Extort Confession,2,1,1,0
460,A- IPC CRIME,WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC),To Extort Property,16,3,0,1
461,A- IPC CRIME,WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC),To settle Dispute,20,3,0,5
462,A- IPC CRIME,WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC),Others,345,33,30,28
463,A- IPC CRIME,"INFANTICIDE (Sec.315, 316 IPC)",Male,0,0,0,0
464,A- IPC CRIME,"INFANTICIDE (Sec.315, 316 IPC)",Female,0,0,0,0
465,A- IPC CRIME,OFFENCES RELATED TO MARRIAGE (Sec.493 to 498 IPC),NA,36,5,3,2
466,A- IPC CRIME,"BUYING & SELLING MINOR FOR PROSTITUTION (Sec.372, 373 IPC)",NA,0,0,0,0
467,A- IPC CRIME,DOCUMENTS & PROPERTY MARKS (Sec.483 to 489 IPC),Documents  ,0,0,0,0
468,A- IPC CRIME,DOCUMENTS & PROPERTY MARKS (Sec.483 to 489 IPC),Property  ,3,0,0,1
469,A- IPC CRIME,DEFAMATION (Sec.500 to 502 IPC),Persons ,4,0,0,0
470,A- IPC CRIME,DEFAMATION (Sec.500 to 502 IPC),Printed Matter,1,0,0,0
471,A- IPC CRIME,DEFAMATION (Sec.500 to 502 IPC),Others,5,2,1,1
472,A- IPC CRIME,ELECTION(Sec.171(E) to 171(1) IPC),Assembly,3,1,0,0
473,A- IPC CRIME,ELECTION(Sec.171(E) to 171(1) IPC),Parliament,0,0,0,0
474,A- IPC CRIME,ELECTION(Sec.171(E) to 171(1) IPC),Other Elected Bodies,13,16,0,0
475,A- IPC CRIME,"SLAVERY (Sec.370, 371, 374 IPC)",Man,0,0,0,0
476,A- IPC CRIME,"SLAVERY (Sec.370, 371, 374 IPC)",Woman,6,1,0,0
477,A- IPC CRIME,"SLAVERY (Sec.370, 371, 374 IPC)",Boy,0,0,0,0
478,A- IPC CRIME,"SLAVERY (Sec.370, 371, 374 IPC)",Girl,1,0,0,0
479,A- IPC CRIME,Attempting to commit offences (Sec.511 IPC),Attempting to commit offences,249,23,18,24
480,A- IPC CRIME,ILLEGAL DETENTION (Sec.342 IPC),NA,1,0,0,0
481,A- IPC CRIME,FALSE EVIDENCE (Sec.191 to 205 IPC),NA,22,0,1,1
482,A- IPC CRIME,EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC),Boy ,36,4,8,2
483,A- IPC CRIME,EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC),Girl,40,4,3,4
484,A- IPC CRIME,OF ABETMENT (Sec.107 to 120 IPC),NA,6,0,0,0
485,A- IPC CRIME,"FAILURE TO APPEAR TO COURT (Sec.174, 229A IPC)",174 A,41,36,4,4
486,A- IPC CRIME,"FAILURE TO APPEAR TO COURT (Sec.174, 229A IPC)",229 A,272,229,17,20
487,A- IPC CRIME,Concealment of birth by secret disposal of Child,Girl,26,0,3,4
488,A- IPC CRIME,Concealment of birth by secret disposal of Child,Boy,32,1,4,4
489,A- IPC CRIME,ASSAULT OR USE OF CRIMINAL FORCE TO DISROBE WOMEN,NA,12,2,2,0
490,A- IPC CRIME,Disobedience to Order Promulgated by Public/Servant,By Others,39,4,0,0
491,A- IPC CRIME,Disobedience to Order Promulgated by Public/Servant,By Private Institution,4,0,0,1
492,A- IPC CRIME,Disobedience to Order Promulgated by Public/Servant,By Govt. Institution,33,6,1,1
493,A- IPC CRIME,Human Trafficking,Eunuch,0,0,0,0
494,A- IPC CRIME,Human Trafficking,Men,0,0,0,0
495,A- IPC CRIME,Human Trafficking,Boy,6,1,1,0
496,A- IPC CRIME,Human Trafficking,Women,7,0,0,2
497,A- IPC CRIME,Human Trafficking,Girl,2,0,0,0
498,A- IPC CRIME,Aadhaar Act,Impersonation,0,0,0,0
499,A- IPC CRIME,Aadhaar Act,Offence by Company,0,0,0,0
500,A- IPC CRIME,Aadhaar Act,Offence by individual,0,0,0,0
501,A- IPC CRIME,Giving false information respecting an offence com,Giving false information respecting an offence committed,6,0,0,1
502,B - SPECIAL & LOCAL LAWS,ANTIQUES (CULTURAL PROPERTY),Antiques & Art Treasures Act 1972,2,0,0,1
503,B - SPECIAL & LOCAL LAWS,ANTIQUES (CULTURAL PROPERTY),Ancient Monument & Archaelogical Sites And Remains Act 1958,5,0,0,0
504,B - SPECIAL & LOCAL LAWS,ARMS ACT 1959,Country Made - Non Prohibited Bore - In Disturbed Area,13,2,3,2
505,B - SPECIAL & LOCAL LAWS,ARMS ACT 1960,Country Made - Non Prohibited Bore - In Other Area,100,4,10,8
506,B - SPECIAL & LOCAL LAWS,ARMS ACT 1961,Country Made - Prohibited Bore - In Disturbed Area,13,0,1,0
507,B - SPECIAL & LOCAL LAWS,ARMS ACT 1962,Country Made - Prohibited Bore - In Other Area,74,7,4,4
508,B - SPECIAL & LOCAL LAWS,ARMS ACT 1963,Factory Made - Non Prohibited Bore - In Disturbed Area,0,0,0,0
509,B - SPECIAL & LOCAL LAWS,ARMS ACT 1964,Factory Made - Non Prohibited Bore - In Other Area,42,2,4,4
510,B - SPECIAL & LOCAL LAWS,ARMS ACT 1965,Factory Made - Prohibited Bore - In Disturbed Area,5,0,0,0
511,B - SPECIAL & LOCAL LAWS,ARMS ACT 1966,Factory Made - Prohibited Bore - In Other Area,24,1,3,2
512,B - SPECIAL & LOCAL LAWS,ANIMAL,The Karnataka Prevention of Slaughter and Preservation of Cattle Ordinance 2020,259,1,12,20
513,B - SPECIAL & LOCAL LAWS,ANIMAL,Wild Life Preservation Act 1972,1,0,0,0
514,B - SPECIAL & LOCAL LAWS,ANIMAL,Wild Life Protection Act 1972,1,2,0,0
515,B - SPECIAL & LOCAL LAWS,ANIMAL,Prevention of Cruelty to Animals Act 1960,194,30,16,18
516,B - SPECIAL & LOCAL LAWS,ANIMAL,Elephant (Preservation) Act 1879,0,0,0,0
517,B - SPECIAL & LOCAL LAWS,ANIMAL,Cattle Tresspass Act 1871,5,0,0,0
518,B - SPECIAL & LOCAL LAWS,CINEMATOGRAPHY ACT 1952,Films,1,0,0,0
519,B - SPECIAL & LOCAL LAWS,CINEMATOGRAPHY ACT 1953,Video,0,0,0,0
520,B - SPECIAL & LOCAL LAWS,CONSUMER,Liquified Petroleum Gas Supply & Control Order 2000 ,68,3,4,14
521,B - SPECIAL & LOCAL LAWS,CONSUMER,Consumer (Protection) Act 1986,12,1,0,4
522,B - SPECIAL & LOCAL LAWS,CONSUMER,Essential Commodities Act 1955,808,34,75,64
523,B - SPECIAL & LOCAL LAWS,CONSUMER,Prevention of Food Adulternation Act 1954,13,1,0,1
524,B - SPECIAL & LOCAL LAWS,CONSUMER,Packaged Commodities (Regulation) order 1975,2,0,0,0
525,B - SPECIAL & LOCAL LAWS,COPY RIGHT ACT 1957,By Company,146,11,20,14
526,B - SPECIAL & LOCAL LAWS,COPY RIGHT ACT 1958,By Individual,74,9,6,7
527,B - SPECIAL & LOCAL LAWS,CIVIL RIGHTS,Protection of Civil Rights Act 1955,4,0,0,0
528,B - SPECIAL & LOCAL LAWS,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Caste  ,1318,126,112,101
529,B - SPECIAL & LOCAL LAWS,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Tribes,271,24,23,22
530,B - SPECIAL & LOCAL LAWS,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Caste Women,456,38,31,41
531,B - SPECIAL & LOCAL LAWS,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Tribes Women,122,10,6,10
532,B - SPECIAL & LOCAL LAWS,CHILDREN ACT,Child Labour (Prohibition & Regulation) Act1986,62,8,1,4
533,B - SPECIAL & LOCAL LAWS,CHILDREN ACT,Child Marriage (Restraint) Act - 1929,215,48,14,15
534,B - SPECIAL & LOCAL LAWS,CHILDREN ACT,Juvenile Justice Act 1986,77,9,2,3
535,B - SPECIAL & LOCAL LAWS,CHILDREN ACT,Probation of offenders Act 1958,3,0,0,0
536,B - SPECIAL & LOCAL LAWS,CHILDREN ACT,Protection of Children from Sexual Offences Act 2012 (POCSO),0,0,0,0
537,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Elected,0,0,0,0
538,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1989,Public Servant - Gazetted - Central,0,0,0,0
539,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1990,Public Servant - Gazetted - Defence,0,0,0,0
540,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1991,Public Servant - Gazetted - Public Sector Undertaking,0,0,0,0
541,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1992,Public Servant - Gazetted - State,0,0,0,0
542,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1993,Public Servant - Non-Gazetted - Central,0,0,0,0
543,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1994,Public Servant - Non-Gazetted - Defence,0,0,0,0
544,B - SPECIAL & LOCAL LAWS,PREVENTION OF CORRUPTION ACT 1995,Public Servant - Non-Gazetted - State,0,0,0,0
545,B - SPECIAL & LOCAL LAWS,CUSTOMS,Customs Act 1962,0,0,0,0
546,B - SPECIAL & LOCAL LAWS,CUSTOMS,Import/Export (Control) Act 1947,0,0,0,0
547,B - SPECIAL & LOCAL LAWS,Explosives,Explosives Substances Act 1908,31,0,2,4
548,B - SPECIAL & LOCAL LAWS,Explosives,Explosives Act 1884,29,1,4,3
549,B - SPECIAL & LOCAL LAWS,Explosives,Inflammable Substance Act 1952,1,0,0,0
550,B - SPECIAL & LOCAL LAWS,FOREIGN EXCHANGE,Smugglers and Foreign Exchange Manipulator Act 1976,0,0,0,0
551,B - SPECIAL & LOCAL LAWS,FOREIGN EXCHANGE,Foreign Exchange Regulation Act 1973,0,0,0,0
552,B - SPECIAL & LOCAL LAWS,FOREIGN EXCHANGE,Foreign Exchange Regulation Act 1952,0,0,0,0
553,B - SPECIAL & LOCAL LAWS,FOREIGNER,Foreigners Act 1946,45,2,4,2
554,B - SPECIAL & LOCAL LAWS,FOREIGNER,Registration of Foreigners Act 1939,0,0,0,0
555,B - SPECIAL & LOCAL LAWS,FOREST,Indian Forest Act 1927,5,0,0,0
556,B - SPECIAL & LOCAL LAWS,FOREST,Forest (Conservation) Act 1980,13,1,0,1
557,B - SPECIAL & LOCAL LAWS,HIJACKING,Foreign Aircraft - In India,0,0,0,0
558,B - SPECIAL & LOCAL LAWS,HIJACKING,Foreign Aircraft - Outside India,0,0,0,0
559,B - SPECIAL & LOCAL LAWS,HIJACKING,Indian Aircraft - In India,0,0,0,0
560,B - SPECIAL & LOCAL LAWS,HIJACKING,Indian Aircraft - Outside India,0,0,0,0
561,B - SPECIAL & LOCAL LAWS,IMMORAL TRAFFIC,Organised,141,17,9,8
562,B - SPECIAL & LOCAL LAWS,IMMORAL TRAFFIC,Un-Organised,100,5,8,7
563,B - SPECIAL & LOCAL LAWS,BONDED LABOUR SYSTEM,NA,10,0,0,2
564,B - SPECIAL & LOCAL LAWS,INDIAN MOTOR VEHICLE,NA,9,0,2,0
565,B - SPECIAL & LOCAL LAWS,NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT,Cultivated/Processed,3509,502,182,507
566,B - SPECIAL & LOCAL LAWS,NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT,Synthetic,2897,315,204,272
567,B - SPECIAL & LOCAL LAWS,PASSPORT ACT,Foreigner,5,0,4,0
568,B - SPECIAL & LOCAL LAWS,PASSPORT ACT,Indian,17,2,1,1
569,B - SPECIAL & LOCAL LAWS,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,Assembly,0,2,0,0
570,B - SPECIAL & LOCAL LAWS,REPRESENTATIVE OF PEOPLE ACT 1951 & 1989,Parliament,0,1,0,0
571,B - SPECIAL & LOCAL LAWS,REPRESENTATIVE OF PEOPLE ACT 1951 & 1990,Other Elected Bodies,6,9,0,0
572,B - SPECIAL & LOCAL LAWS,KARNATAKA POLICE ACT 1963,Gambling - Matka (78 Class C),5781,243,436,484
573,B - SPECIAL & LOCAL LAWS,KARNATAKA POLICE ACT 1964,Street Gambling (87),6277,281,347,328
574,B - SPECIAL & LOCAL LAWS,KARNATAKA POLICE ACT 1965,House Gambling (79 & 80),236,17,26,14
575,B - SPECIAL & LOCAL LAWS,KARNATAKA POLICE ACT 1966,Betting ,742,15,43,28
576,B - SPECIAL & LOCAL LAWS,KARNATAKA POLICE ACT 1967,Others ,457,24,27,66
577,B - SPECIAL & LOCAL LAWS,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,NA,156,16,9,9
578,B - SPECIAL & LOCAL LAWS,"POST & TELEGRAPH, TELEGRAPH WIRES (UNLAWFUL POSSESSION) ACT 1980",NA,4,0,0,0
579,B - SPECIAL & LOCAL LAWS,OFFICIAL SECURITY RELATED ACTS,Official Secrets Act 1923,0,0,0,0
580,B - SPECIAL & LOCAL LAWS,OFFICIAL SECURITY RELATED ACTS,Essential Services Maintenance Act 1981,0,0,0,0
581,B - SPECIAL & LOCAL LAWS,PREVENTION OF TERRORISM ACT (POTA),NA,0,0,0,0
582,B - SPECIAL & LOCAL LAWS,RAILWAYS ACT,Indian Railways Act 1989,8,1,1,1
583,B - SPECIAL & LOCAL LAWS,RAILWAYS ACT,Railway Property (Unlawful Possession) Act 1966,0,0,0,0
584,B - SPECIAL & LOCAL LAWS,UNLAWFUL ACTIVITIES (Prevention) Act 1967,NA,4,0,1,0
585,B - SPECIAL & LOCAL LAWS,CRIMES RELATED TO WOMEN,Dowry Prohibition,2172,185,169,182
586,B - SPECIAL & LOCAL LAWS,CRIMES RELATED TO WOMEN,Commission of SATI (Prevention) Act 1987,0,0,0,0
587,B - SPECIAL & LOCAL LAWS,CRIMES RELATED TO WOMEN,Indecent Representation of Women (Prohibition) Act 1986,3,0,0,0
588,B - SPECIAL & LOCAL LAWS,INDIAN LUNACY ACT,NA,0,0,0,0
589,B - SPECIAL & LOCAL LAWS,INDIAN ELECTRICITY ACT,NA,18,1,2,1
590,B - SPECIAL & LOCAL LAWS,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",NA,250,7,38,25
591,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Epidemic Deseases Act 2020,64,2,1,0
592,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Banning of Unregulated Deposit Schemes Act,9,0,1,1
593,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,"The Karnataka Prevention of Dangerous Activities of Bootleggers, Drug-offenders, Gamblers, Goonda Act",1,0,0,0
594,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Cow Slaughters Act,404,31,20,31
595,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,"Motor Spirit and High Speed Diesel (Regulation of upply, Distribution and Prevention of Malpractice",1,0,0,0
596,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prevention of Slaughter and Preservation of Cattle Act 2020,255,21,24,14
597,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Disaster Management Act 2005,34,3,0,0
598,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Excise Act 1965,8859,380,434,455
599,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Forest Act 1963,74,10,4,4
600,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Education Act 1983 As Amended Upto Date,5,1,0,1
601,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Kerosene Restriction Unuse Act 1956,1,0,0,0
602,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka University Act,0,0,0,0
603,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Corruption Act,1,0,0,0
604,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Medical Registration Act 1965,1,0,0,0
605,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Land & Revenue Acdt 1964 & 2007,43,2,3,3
606,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Kerosene Dealers License Order 1969,0,0,0,0
607,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Society Registration Act,1,0,0,0
608,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Minor Mineral Consistent Rule 1994,68,4,2,5
609,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Bangalore Development Authority Act,0,0,0,0
610,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prohibition of Beggery Act 1975,8,0,0,7
611,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Municipalities Act 1964,1,0,0,0
612,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Irrigation Act 1963,7,0,0,4
613,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Fire Force act 1964,9,0,0,1
614,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Consumer Protection Act 1986,2,0,0,0
615,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Lottery Act,59,2,7,3
616,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Weight & Measurement Act,0,0,0,0
617,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Agriculture Marketing Regulation Act,0,0,0,0
618,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Revenue Act,1,0,0,0
619,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Mining Act,2,0,0,0
620,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Betting Tax Act,0,0,0,0
621,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Panchayat Raj Act,1,0,1,0
622,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Open Place Disfigurement Act 1951,92,6,10,5
623,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Right To Information Act 2000 & 2008,0,0,0,0
624,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Urban Development Act 1987,0,0,0,0
625,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Town & City Planning Act 1961,0,0,0,0
626,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Race Betting Act,0,0,0,0
627,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Devadasi's (Prohibition Of Dedication) Act 1982,2,0,0,1
628,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Cooperative Society Act,0,0,0,0
629,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Entertainment Tax Act 1958,4,0,0,0
630,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Land Acquisition (Prohibition) Act 2007,0,0,0,0
631,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Money Lender Act 1961,9,2,1,0
632,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Stamp Act 1957,0,0,0,0
633,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prisoners Act 1963 & 1974,41,0,4,6
634,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Private Medical Institution Act 2007,3,0,0,1
635,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,MMRD (Mines & Minerals Regulation Development ) Act 1957,118,10,5,9
636,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Treasure Trove Act 1962,3,0,0,0
637,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Prohibition of Charging Exorbitant Interest Act 2004,26,2,1,2
638,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Karnataka Ayurvedic And Unani Pract. Regis. & Medical Prac. Misc. Prov. Act,0,0,0,0
639,B - SPECIAL & LOCAL LAWS,KARNATAKA STATE LOCAL ACTS,Other Local Acts,132,4,13,10
640,B - SPECIAL & LOCAL LAWS,CYBER CRIME,"Information Technology Act 2000, 2009",12548,1010,1233,1231
641,B - SPECIAL & LOCAL LAWS,NATIONAL SECURITY ACT,NA,0,0,0,0
642,B - SPECIAL & LOCAL LAWS,POCSO,Custodial Rape,1,0,0,0
643,B - SPECIAL & LOCAL LAWS,POCSO,Gang Rape,11,0,0,1
644,B - SPECIAL & LOCAL LAWS,POCSO,Rape with Murder,2,1,0,0
645,B - SPECIAL & LOCAL LAWS,POCSO,Rape,2134,176,196,162
646,B - SPECIAL & LOCAL LAWS,POCSO,Others ,879,100,61,76
647,C. CRIMES AGAINST WOMEN,Rape (Sec. 376 IPC),1.1  Custodial Rape,0,0,0,0
648,C. CRIMES AGAINST WOMEN,Rape (Sec. 376 IPC),1.2  Gang Rape,10,1,0,0
649,C. CRIMES AGAINST WOMEN,Rape (Sec. 376 IPC),1.3  other Cases of Rape,532,44,46,47
650,C. CRIMES AGAINST WOMEN,Outraging modesty (Molestation) (sec.354 IPC),NA,5807,482,490,488
651,C. CRIMES AGAINST WOMEN,Kidnapping & Abduction of Women: (Sec.366 IPC),NA,164,9,14,9
652,C. CRIMES AGAINST WOMEN,Insulting modesty (Eve-Teasing) (Sec.294 & 509 IPC if victim is a woman),NA,73,6,4,9
653,C. CRIMES AGAINST WOMEN,Murder for Dowry - by burning (Sec.302 IPC),NA,0,0,0,0
654,C. CRIMES AGAINST WOMEN,"Murder for Dowry - by other means
(Sec.302 IPC)",NA,15,0,0,1
655,C. CRIMES AGAINST WOMEN,Murder for other reasons,NA,432,28,33,35
656,C. CRIMES AGAINST WOMEN,Attempt to Commit Murder for dowry by burning (Sec.307 IPC),NA,2,0,0,1
657,C. CRIMES AGAINST WOMEN,Attempt to Commit Murder for dowry by other means (Sec.307 IPC),NA,48,1,5,1
658,C. CRIMES AGAINST WOMEN,Attempt to Commit murder for other reasons,NA,768,74,55,59
659,C. CRIMES AGAINST WOMEN,"Dowry Death-by burning
(Sec.304-B IPC)",NA,0,0,0,0
660,C. CRIMES AGAINST WOMEN,Dowry Death-by other Means (Sec.304(B) IPC),NA,165,10,20,17
661,C. CRIMES AGAINST WOMEN,Cruelty by Husband or Relatives of Husband (Sec.498-A IPC),NA,2842,217,247,237
662,C. CRIMES AGAINST WOMEN,Abetment of Suicide (Sec.306 IPC),NA,166,14,17,13
663,C. CRIMES AGAINST WOMEN,Immoral Traffic (prevention) Act.,NA,241,22,17,15
664,C. CRIMES AGAINST WOMEN,Indecent Representation of Women(Prohibition) Act-1986,NA,3,0,0,0
665,C. CRIMES AGAINST WOMEN,Pornography,NA,1,0,0,1
666,C. CRIMES AGAINST WOMEN,Offences against Public Servants (Sec.182-188-333-353 IPC),NA,110,8,7,16
667,C. CRIMES AGAINST WOMEN,Offences related to Marriage,NA,31,3,3,2
668,C. CRIMES AGAINST WOMEN,Cyber Crimes,NA,4082,294,460,428
669,D.CRIME AGAINST CHILDREN,"Infanticide/ Foeticide 
(Sec. 315 & 316 IPC)",NA,0,0,0,0
670,D.CRIME AGAINST CHILDREN,Rape on Minor,NA,0,0,0,0
671,D.CRIME AGAINST CHILDREN,Exposure & abandonment (Sec. 317 IPC),NA,76,8,11,6
672,D.CRIME AGAINST CHILDREN,Kidnapping & Abduction of Children,NA,3050,262,304,294
673,D.CRIME AGAINST CHILDREN,For Ransom - of Children,NA,11,0,1,1
674,D.CRIME AGAINST CHILDREN,of Children - for begging,NA,0,0,0,0
675,D.CRIME AGAINST CHILDREN,of Girls - Immoral Purpose,NA,1,0,0,0
676,D.CRIME AGAINST CHILDREN,With intent to Steal from Child,NA,1,0,0,0
677,D.CRIME AGAINST CHILDREN,Lawful Guardianship,NA,1,0,0,0
678,D.CRIME AGAINST CHILDREN,Procuration of Minor Girls - For Prostitution,NA,0,0,0,0
679,D.CRIME AGAINST CHILDREN,Procuration of Minor Girls - Importing of Girl,NA,2,0,1,0
680,D.CRIME AGAINST CHILDREN,Procuration of Minor Girls - For Other Purposes,NA,16,4,1,4
682,D.CRIME AGAINST CHILDREN,Selling of girls for Prostitution (Sec.372 IPC),NA,0,0,0,0
683,D.CRIME AGAINST CHILDREN,The Prohibition of Child Marriage Act - 2006,NA,215,48,14,15
684,D.CRIME AGAINST CHILDREN,POCSO Act,NA,3027,277,257,239
685,D.CRIME AGAINST CHILDREN,Death of Children due to miscarriage,NA,13,0,1,0
686,D.CRIME AGAINST CHILDREN,Juvenile Justice Act,NA,77,9,2,3
687,D.CRIME AGAINST CHILDREN,Child Labour (Pro.& Reg.) Act,NA,62,8,1,4
688,D.CRIME AGAINST CHILDREN,Probation of Offenders Act,NA,3,0,0,0
689,"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Murder,NA,88,12,6,4
690,"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Rape,NA,222,26,24,14
691,"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Kidnapping,NA,30,3,4,5
692,"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Offences under the Protection of Civil Rights Act.,NA,6,0,0,1
693,"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Offences under the SC & ST  (prevention of Atrocities)Act 1989 (if the victim is SC),NA,1821,157,138,150
