ACT,MAJOR HEAD,MINOR HEAD,During the current year upto the end of month under review,During the corresponding month of previous year,During the previous month,During the current month
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Woman (ST),0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",COMMUNAL / RELIGION (Sec. 295 to 297 IPC),29,5,2,3
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",Attempt to Commit,0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",Caste Issue,7,2,0,1
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",Communal Issue,14,7,1,5
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",Linguistic Issue,1,0,0,1
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",Political Issue,0,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",Racial/Ethnic Issue,2,0,0,0
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",Regional Issue,6,4,0,1
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",Religious Issue,41,6,2,6
A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",Sectarian Issue,0,0,0,0
A - IPC Crime,"CRIMINAL CONSPIRACY (Sec. 120(B), 121(A) IPC)",NA,13,1,3,1
A - IPC Crime,Conspiracy To Wage War,NA,0,0,0,0
A - IPC Crime,Related to Substantive Offence,NA,3,1,0,0
A - IPC Crime,CRIMINAL INTIMIDATION (Sec. 504 to 508 IPC),NA,1152,179,162,135
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",NA,5,0,0,1
A - IPC Crime,Attempt to Commit,NA,0,0,0,0
A - IPC Crime,Bank,NA,0,0,0,0
A - IPC Crime,Business Establishment,NA,0,0,0,0
A - IPC Crime,Charitable Organisation,NA,0,0,0,0
A - IPC Crime,Chitfund Organisation,NA,0,0,0,0
A - IPC Crime,Co-operative Organisation,NA,1,0,0,0
A - IPC Crime,Commercial Establishment/Shop,NA,0,0,0,0
A - IPC Crime,Customs Department,NA,0,0,0,0
A - IPC Crime,Excise Department,NA,0,0,0,0
A - IPC Crime,Financial Institution,NA,1,0,0,0
A - IPC Crime,Income Tax Department,NA,0,0,0,0
A - IPC Crime,Other Government Organisation,NA,0,0,0,0
A - IPC Crime,Postal Department,NA,0,0,0,0
A - IPC Crime,Public Sector Undertakings,NA,0,0,0,0
A - IPC Crime,Railway Department,NA,0,0,0,0
A - IPC Crime,Revenue Department,NA,0,0,0,0
A - IPC Crime,Sales Tax Department,NA,0,0,0,0
A - IPC Crime,Social Organisation (Aided) (N),NA,0,0,0,0
A - IPC Crime,Transport Authority,NA,0,0,0,0
A - IPC Crime,Trust - Other than religious,NA,0,0,0,0
A - IPC Crime,Trust - Religious,NA,0,0,0,0
A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),NA,100,10,16,13
A - IPC Crime,Attempt to Commit,NA,3,0,0,0
A - IPC Crime,Club,NA,0,0,0,0
A - IPC Crime,Hostel,NA,1,1,0,0
A - IPC Crime,Hotel,NA,4,2,2,1
A - IPC Crime,House,NA,274,24,44,33
A - IPC Crime,Land,NA,620,112,94,81
A - IPC Crime,Office,NA,27,1,2,5
A - IPC Crime,Prohibited Places,NA,7,2,2,2
A - IPC Crime,Religious Place,NA,4,0,0,0
A - IPC Crime,Restricted Area,NA,5,2,1,1
A - IPC Crime,Husband ,NA,460,64,89,66
A - IPC Crime,Husband And Relative(S) in Law,NA,737,87,103,109
A - IPC Crime,Relative(S) in Law,NA,24,2,3,3
A - IPC Crime,Dowry Harassment,NA,227,33,42,39
A - IPC Crime,DOWRY DEATHS (Sec.304(B) IPC),NA,9,0,0,3
A - IPC Crime,By Husband  ,NA,8,1,1,0
A - IPC Crime,By Husband And Relatives In Law,NA,46,1,3,7
A - IPC Crime,By Relatives in Law,NA,1,0,0,0
A - IPC Crime,By Burning,NA,2,0,0,0
A - IPC Crime,By Hanging,NA,43,6,5,2
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),NA,42,2,1,3
A - IPC Crime,Adulterated Food/Drug,NA,0,0,0,0
A - IPC Crime,Accident by Air,NA,0,0,0,0
A - IPC Crime,Boad Accident,NA,1,0,0,0
A - IPC Crime,Bridge/Dam Collapse,NA,2,0,0,0
A - IPC Crime,Building Collapse,NA,1,0,0,0
A - IPC Crime,Caused By Animal,NA,4,0,0,1
A - IPC Crime,Death Due to Other Cause,NA,53,4,5,4
A - IPC Crime,Electrocution Accident,NA,32,3,6,8
A - IPC Crime,Explosion Accident,NA,1,0,0,0
A - IPC Crime,Fire accident,NA,2,1,0,0
A - IPC Crime,Gas Leakage Accident,NA,3,1,2,0
A - IPC Crime,Improper Infrastucture In Construction,NA,38,3,4,5
A - IPC Crime,Improper Medical Treatment,NA,2,0,0,0
A - IPC Crime,In Custody of Public Servant,NA,0,0,0,0
A - IPC Crime,In Jail/Judicial Custody,NA,0,0,0,0
A - IPC Crime,In Police Custody,NA,0,0,0,0
A - IPC Crime,Industrial Accident (Factory),NA,5,1,0,2
A - IPC Crime,Inflammable Substance,NA,0,0,0,0
A - IPC Crime,Mine Accident,NA,1,0,0,0
A - IPC Crime,Poisonous Substance,NA,1,0,0,0
A - IPC Crime,Quarry Accident,NA,1,0,0,0
A - IPC Crime,Spurious Liquor (Hooch) Accident,NA,0,0,0,0
A - IPC Crime,Railway Accident,NA,0,0,0,0
A - IPC Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC),National Highways,2057,277,249,233
A - IPC Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC),State Highways,1721,232,175,220
A - IPC Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC),Other Roads,2303,291,271,249
A - IPC Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC),Other Places,99,11,8,12
A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",National Highways,5387,692,622,724
A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",State Highways,3836,476,470,480
A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",Other Roads,6628,798,754,902
A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",Other Places,251,20,32,44
A - IPC Crime,"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC)",Child,3,0,0,0
A - IPC Crime,"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC)",Woman,1,0,0,0
A - IPC Crime,"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC)",Women and Child,1,0,0,0
A - IPC Crime,"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC)",Air Force,0,0,0,0
A - IPC Crime,"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC)",Army,1,0,0,0
A - IPC Crime,"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC)",Navy,0,0,0,0
A - IPC Crime,"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC)",From Jail Custody,6,2,0,4
A - IPC Crime,"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC)",From Police Custody,10,2,3,2
A - IPC Crime,"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC)",Others,6,1,3,1
A - IPC Crime,"IMPERSONATION (Sec.170, 171 IPC)",Attempt to Commit,2,2,0,0
A - IPC Crime,"IMPERSONATION (Sec.170, 171 IPC)",Non-Uniformed Authority,2,0,0,0
A - IPC Crime,"IMPERSONATION (Sec.170, 171 IPC)",Uniformed Authority,0,0,0,0
A - IPC Crime,"MISCHIEF (Sec.427 to 440 except 434, 435, 436, 438 IPC)",NA,195,19,21,28
A - IPC Crime,MOLESTATION (Sec.354 IPC),Attempt to Commit,61,6,10,9
A - IPC Crime,MOLESTATION (Sec.354 IPC),Private Place,539,56,74,80
A - IPC Crime,MOLESTATION (Sec.354 IPC),Public Conveyance,10,1,0,3
A - IPC Crime,MOLESTATION (Sec.354 IPC),Public Place,952,111,120,136
A - IPC Crime,MOLESTATION (Sec.354 IPC),Other Places,1594,166,222,192
A - IPC Crime,POISONING-PROFESSIONAL (Sec. 328 IPC),Attempt to Commit,4,0,1,1
A - IPC Crime,POISONING-PROFESSIONAL (Sec. 328 IPC),Fatal,0,0,0,0
A - IPC Crime,POISONING-PROFESSIONAL (Sec. 328 IPC),Non Fatal,4,0,0,0
A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),NA,4,2,1,0
A - IPC Crime,Advertisement,NA,0,0,0,0
A - IPC Crime,Audio Tape,NA,0,0,0,0
A - IPC Crime,Book,NA,0,0,0,0
A - IPC Crime,Computer Software,NA,0,0,0,0
A - IPC Crime,Figures,NA,0,0,0,0
A - IPC Crime,Film (Blue),NA,0,0,0,0
A - IPC Crime,Painting,NA,0,0,0,0
A - IPC Crime,Pamphlet,NA,0,0,0,0
A - IPC Crime,Paper,NA,0,1,0,0
A - IPC Crime,Photography,NA,0,0,0,0
A - IPC Crime,Poster,NA,0,0,0,0
A - IPC Crime,Video Film(Blue),NA,0,0,0,0
A - IPC Crime,PUBLIC JUSTICE (Sec.213 to 215 IPC),NA,4,0,1,0
A - IPC Crime,PUBLIC NUISANCE (Sec.291 and 510 IPC),NA,15,2,1,1
A - IPC Crime,"PUBLIC SAFETY (Sec.269 to 271, 277, 283, 289 IPC)",NA,6306,176,199,431
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Attempt to Commit,8,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Defence Personnel,2,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Jail Personnel,0,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Judicial Official,8,0,2,1
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Minister,0,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",MLA,0,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",MP,0,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Nationalised Bank Personnel,2,1,1,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Other Elected Member,0,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Other Enforcement Official,5,0,1,1
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Other Govt. Official,350,46,28,42
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Para Military Personnel,1,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Police Personnel,303,28,27,39
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Public Sector Undertaking Official,86,5,8,9
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Defence Personnel,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Jail Personnel,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Judicial Official,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Minister,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",MLA,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",MP,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Nationalised Bank Personnel,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Other Elected Member,1,0,1,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Other Enforcement Official,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Other Govt. Official,4,0,2,1
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Para Military Personnel,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Police Personnel,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Public Sector Undertaking Official,1,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Others,0,0,0,0
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Animal -Related,18,1,2,7
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Boat/Vessel - Related,0,1,0,0
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Explosive/Explosive Substances - Related,8,1,2,4
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Inflammable Substance- Related ,5,0,1,0
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Machinery - Related,73,14,15,6
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Poisonous Substance - Related,5,0,2,1
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Other - Related,416,131,50,83
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Human - Related,126,36,12,28
A - IPC Crime,RECEIVING OF STOLEN PROPERTY (Sec.411 to 414 IPC),NA,1,0,0,0
A - IPC Crime,SEDITION (Sec. 124A IPC),NA,0,0,0,0
A - IPC Crime,SEDITION (Sec. 124A IPC),NA,0,0,0,0
A - IPC Crime,SEDITION (Sec. 124A IPC),NA,1,0,0,1
A - IPC Crime,SEDITION (Sec. 124A IPC),NA,0,0,0,0
A - IPC Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC),Attempt to Commit,2,0,0,0
A - IPC Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC),Office,3,0,0,1
A - IPC Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC),Public Conveyance,0,0,0,0
A - IPC Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC),Public Place,20,1,1,4
A - IPC Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC),Other Places,21,4,3,5
A - IPC Crime,"SUICIDE (Sec.305, 306, 309 IPC)",Dowry,6,0,0,0
A - IPC Crime,"SUICIDE (Sec.305, 306, 309 IPC)",Abetment of Suicide,169,31,22,17
A - IPC Crime,"SUICIDE (Sec.305, 306, 309 IPC)",Other Reasons,200,25,21,41
A - IPC Crime,"SUICIDE (Sec.305, 306, 309 IPC)",Attempt to Commit suicide,72,4,9,9
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Abetment  ,0,0,0,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Animal  ,1,1,0,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Attempt,0,0,0,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Major - Man,2,0,0,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Major - Woman,0,0,0,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Minor - Boy,1,0,0,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Minor - Girl,0,0,0,0
A - IPC Crime,WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC),NA,198,28,24,28
A - IPC Crime,Attempt to Commit,NA,20,1,2,2
A - IPC Crime,To Extort Confession,NA,1,0,0,0
A - IPC Crime,To Extort Property,NA,14,5,1,1
A - IPC Crime,To settle Dispute,NA,12,0,3,2
A - IPC Crime,"INFANTICIDE (Sec.315, 316 IPC)",Male,0,0,0,0
A - IPC Crime,"INFANTICIDE (Sec.315, 316 IPC)",Female,0,0,0,0
A - IPC Crime,OFFENCES RELATED TO MARRIAGE (Sec.493 to 498 IPC),NA,22,2,3,3
A - IPC Crime,"BUYING & SELLING MINOR FOR PROSTITUTION (Sec.372, 373 IPC)",NA,0,0,0,0
A - IPC Crime,DOCUMENTS & PROPERTY MARKS (Sec.483 to 489 IPC),Documents  ,0,0,0,0
A - IPC Crime,DOCUMENTS & PROPERTY MARKS (Sec.483 to 489 IPC),Property  ,0,0,0,0
A - IPC Crime,DEFAMATION (Sec.500 to 502 IPC),Persons ,3,2,0,0
A - IPC Crime,DEFAMATION (Sec.500 to 502 IPC),Printed Matter,1,0,0,1
A - IPC Crime,DEFAMATION (Sec.500 to 502 IPC),Others,4,0,0,2
A - IPC Crime,ELECTION(Sec.171(E) to 171(1) IPC),Assembly,20,0,0,0
A - IPC Crime,ELECTION(Sec.171(E) to 171(1) IPC),Parliament,0,0,0,0
A - IPC Crime,ELECTION(Sec.171(E) to 171(1) IPC),Other Elected Bodies,14,0,0,1
A - IPC Crime,"SLAVERY (Sec.370, 371, 374 IPC)",Man,0,0,0,0
A - IPC Crime,"SLAVERY (Sec.370, 371, 374 IPC)",Woman,4,0,2,2
A - IPC Crime,"SLAVERY (Sec.370, 371, 374 IPC)",Boy,1,0,0,0
A - IPC Crime,"SLAVERY (Sec.370, 371, 374 IPC)",Girl,0,0,0,0
A - IPC Crime,Attempting to commit offences (Sec.511 IPC),Attempting to commit offences,118,10,23,15
A - IPC Crime,ILLEGAL DETENTION (Sec.342 IPC),NA,0,0,0,0
A - IPC Crime,FALSE EVIDENCE (Sec.191 to 205 IPC),NA,7,1,0,1
A - IPC Crime,EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC),Boy ,15,3,2,2
A - IPC Crime,EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC),Girl,19,5,3,4
A - IPC Crime,OF ABETMENT (Sec.107 to 120 IPC),NA,4,0,0,0
A - IPC Crime,"FAILURE TO APPEAR TO COURT (Sec.174, 229A IPC)",174 A,10,0,1,1
A - IPC Crime,"FAILURE TO APPEAR TO COURT (Sec.174, 229A IPC)",229 A,122,3,5,7
A - IPC Crime,Concealment of birth by secret disposal of Child,Girl,12,1,0,2
A - IPC Crime,Concealment of birth by secret disposal of Child,Boy,16,2,3,5
A - IPC Crime,ASSAULT OR USE OF CRIMINAL FORCE TO DISROBE WOMEN,NA,2,0,0,0
A - IPC Crime,Disobedience to Order Promulgated by Public/Servant,By Private Institution,336,24,7,6
A - IPC Crime,Disobedience to Order Promulgated by Public/Servant,By Govt. Institution,18,0,0,0
A - IPC Crime,Disobedience to Order Promulgated by Public/Servant,By Others,108,22,1,3
A - IPC Crime,ANTIQUES (CULTURAL PROPERTY),Antiques & Art Treasures Act 1972,1,0,0,1
A - IPC Crime,ANTIQUES (CULTURAL PROPERTY),Ancient Monument & Archaelogical Sites And Remains Act 1958,3,0,0,0
A - IPC Crime,ARMS ACT 1959,Country Made - Non Prohibited Bore - In Disturbed Area,11,2,3,2
A - IPC Crime,ARMS ACT 1959,Country Made - Non Prohibited Bore - In Other Area,104,5,33,6
A - IPC Crime,ARMS ACT 1959,Country Made - Prohibited Bore - In Disturbed Area,4,1,1,0
A - IPC Crime,ARMS ACT 1959,Country Made - Prohibited Bore - In Other Area,80,5,18,15
A - IPC Crime,ARMS ACT 1959,Factory Made - Non Prohibited Bore - In Disturbed Area,1,0,0,0
A - IPC Crime,ARMS ACT 1959,Factory Made - Non Prohibited Bore - In Other Area,37,0,8,3
A - IPC Crime,ARMS ACT 1959,Factory Made - Prohibited Bore - In Disturbed Area,2,0,0,1
A - IPC Crime,ARMS ACT 1959,Factory Made - Prohibited Bore - In Other Area,30,2,10,4
A - IPC Crime,ANIMAL,Wild Life Preservation Act 1972,2,0,1,1
A - IPC Crime,ANIMAL,Wild Life Protection Act 1972,5,0,1,1
A - IPC Crime,ANIMAL,Prevention of Cruelty to Animals Act 1960,163,21,49,28
A - IPC Crime,ANIMAL,Elephant (Preservation) Act 1879,0,0,0,0
A - IPC Crime,ANIMAL,Cattle Tresspass Act 1871,17,0,10,2
A - IPC Crime,CINEMATOGRAPHY ACT 1952,Films,0,0,0,0
A - IPC Crime,CINEMATOGRAPHY ACT 1952,Video,0,0,0,0
A - IPC Crime,CONSUMER,Liquified Petroleum Gas Supply & Control Order 2000 ,13,0,1,3
A - IPC Crime,CONSUMER,Consumer (Protection) Act 1986,1,0,0,1
A - IPC Crime,CONSUMER,Essential Commodities Act 1955,294,46,45,37
A - IPC Crime,CONSUMER,Prevention of Food Adulternation Act 1954,2,0,1,0
A - IPC Crime,CONSUMER,Packaged Commodities (Regulation) order 1975,0,0,0,0
A - IPC Crime,COPY RIGHT ACT 1957,By Company,54,6,9,9
A - IPC Crime,COPY RIGHT ACT 1957,By Individual,35,0,5,10
A - IPC Crime,CIVIL RIGHTS,Protection of Civil Rights Act 1955,0,0,0,0
A - IPC Crime,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Caste  ,635,74,72,88
A - IPC Crime,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Tribes,139,11,16,18
A - IPC Crime,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Caste Women,250,22,27,54
A - IPC Crime,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Tribes Women,61,5,9,9
A - IPC Crime,CHILDREN ACT,Child Labour (Prohibition & Regulation) Act1986,39,4,4,4
A - IPC Crime,CHILDREN ACT,The Prohibition of Child Marriage Act - 2006,159,15,28,20
A - IPC Crime,CHILDREN ACT,Juvenile Justice Act 1986,49,0,6,8
A - IPC Crime,CHILDREN ACT,Probation of offenders Act 1958,2,0,1,0
A - IPC Crime,CHILDREN ACT,Protection of Children from Sexual Offences Act 2012 (POCSO),0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Elected,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Gazetted - Central,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Gazetted - Defence,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Gazetted - Public Sector Undertaking,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Gazetted - State,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Non-Gazetted - Central,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Non-Gazetted - Defence,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Non-Gazetted - State,0,0,0,0
A - IPC Crime,CUSTOMS,Customs Act 1962,0,0,0,0
A - IPC Crime,CUSTOMS,Import/Export (Control) Act 1947,0,0,0,0
A - IPC Crime,Explosives,Explosives Substances Act 1908,71,5,6,11
A - IPC Crime,Explosives,Explosives Act 1884,94,3,8,8
A - IPC Crime,Explosives,Inflammable Substance Act 1952,0,0,0,0
A - IPC Crime,FOREIGN EXCHANGE,Smugglers and Foreign Exchange Manipulator Act 1976,0,0,0,0
A - IPC Crime,FOREIGN EXCHANGE,Foreign Exchange Regulation Act 1973,0,0,0,0
A - IPC Crime,FOREIGN EXCHANGE,Foreign Exchange Regulation Act 1952,0,0,0,0
A - IPC Crime,FOREIGNER,Foreigners Act 1946,34,11,14,2
A - IPC Crime,FOREIGNER,Registration of Foreigners Act 1939,0,0,0,0
A - IPC Crime,FOREST,Indian Forest Act 1927,3,0,0,3
A - IPC Crime,FOREST,Forest (Conservation) Act 1980,6,1,2,2
A - IPC Crime,HIJACKING,Foreign Aircraft - In India,0,0,0,0
A - IPC Crime,HIJACKING,Foreign Aircraft - Outside India,0,0,0,0
A - IPC Crime,HIJACKING,Indian Aircraft - In India,0,0,0,0
A - IPC Crime,HIJACKING,Indian Aircraft - Outside India,0,0,0,0
A - IPC Crime,IMMORAL TRAFFIC,Organised,74,9,6,13
A - IPC Crime,IMMORAL TRAFFIC,Un-Organised,66,8,7,7
A - IPC Crime,BONDED LABOUR SYSTEM,NA,3,2,0,0
A - IPC Crime,INDIAN MOTOR VEHICLE,NA,6,0,0,0
A - IPC Crime,NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT,Cultivated/Processed,2156,487,398,264
A - IPC Crime,NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT,Synthetic,1520,163,363,186
A - IPC Crime,PASSPORT ACT,Foreigner,2,1,0,0
A - IPC Crime,PASSPORT ACT,Indian,16,1,1,0
A - IPC Crime,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,Assembly,6,0,0,0
A - IPC Crime,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,Parliament,3,0,0,0
A - IPC Crime,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,Other Elected Bodies,4,0,0,0
A - IPC Crime,KARNATAKA POLICE ACT 1963,Gambling - Matka (78 Class C),4550,485,717,777
A - IPC Crime,KARNATAKA POLICE ACT 1963,Street Gambling (87),5213,563,659,604
A - IPC Crime,KARNATAKA POLICE ACT 1963,House Gambling (79 & 80),190,29,27,24
A - IPC Crime,KARNATAKA POLICE ACT 1963,Betting ,236,3,12,13
A - IPC Crime,KARNATAKA POLICE ACT 1963,Others ,247,24,35,34
