ACT,MAJOR HEAD,MINOR HEAD,During the current year upto the end of month under review,During the corresponding month of previous year,During the previous month,During the current month
A - IPC Crime,Trust - Other than religious,NA,0,0,0,0
A - IPC Crime,Trust - Religious,NA,0,0,0,0
A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),NA,87,11,12,16
A - IPC Crime,Attempt to Commit,NA,3,0,0,0
A - IPC Crime,Club,NA,0,0,0,0
A - IPC Crime,Hostel,NA,1,1,0,0
A - IPC Crime,Hotel,NA,3,0,0,2
A - IPC Crime,House,NA,241,32,21,44
A - IPC Crime,Land,NA,541,106,82,94
A - IPC Crime,Office,NA,22,1,4,2
A - IPC Crime,Prohibited Places,NA,5,2,0,2
A - IPC Crime,Religious Place,NA,4,1,0,0
A - IPC Crime,Restricted Area,NA,4,1,0,1
A - IPC Crime,Husband ,NA,394,39,53,89
A - IPC Crime,Husband And Relative(S) in Law,NA,630,82,74,105
A - IPC Crime,Relative(S) in Law,NA,22,1,6,3
A - IPC Crime,Dowry Harassment,NA,195,14,29,44
A - IPC Crime,DOWRY DEATHS (Sec.304(B) IPC),NA,6,0,1,0
A - IPC Crime,By Husband  ,NA,8,1,2,1
A - IPC Crime,By Husband And Relatives In Law,NA,39,9,5,3
A - IPC Crime,By Relatives in Law,NA,1,0,0,0
A - IPC Crime,By Burning,NA,2,2,0,0
A - IPC Crime,By Hanging,NA,41,4,6,5
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),NA,39,8,5,1
A - IPC Crime,Adulterated Food/Drug,NA,0,0,0,0
A - IPC Crime,Accident by Air,NA,0,0,0,0
A - IPC Crime,Boad Accident,NA,1,0,0,0
A - IPC Crime,Bridge/Dam Collapse,NA,2,0,0,0
A - IPC Crime,Building Collapse,NA,1,0,1,0
A - IPC Crime,Caused By Animal,NA,2,0,0,0
A - IPC Crime,Death Due to Other Cause,NA,52,3,6,6
A - IPC Crime,Electrocution Accident,NA,23,11,4,6
A - IPC Crime,Explosion Accident,NA,1,0,0,0
A - IPC Crime,Fire accident,NA,2,0,0,0
A - IPC Crime,Gas Leakage Accident,NA,3,0,1,2
A - IPC Crime,Improper Infrastucture In Construction,NA,33,3,5,4
A - IPC Crime,Improper Medical Treatment,NA,2,0,0,0
A - IPC Crime,In Custody of Public Servant,NA,0,0,0,0
A - IPC Crime,In Jail/Judicial Custody,NA,0,0,0,0
A - IPC Crime,In Police Custody,NA,0,0,0,0
A - IPC Crime,Industrial Accident (Factory),NA,3,0,1,0
A - IPC Crime,Inflammable Substance,NA,0,0,0,0
A - IPC Crime,Mine Accident,NA,2,0,0,1
A - IPC Crime,Poisonous Substance,NA,1,0,0,0
A - IPC Crime,Quarry Accident,NA,1,1,0,0
A - IPC Crime,Spurious Liquor (Hooch) Accident,NA,0,0,0,0
A - IPC Crime,Railway Accident,NA,0,0,0,0
A - IPC Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC),National Highways,1814,216,181,244
A - IPC Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC),State Highways,1490,194,174,168
A - IPC Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC),Other Roads,2041,256,228,262
A - IPC Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC),Other Places,86,6,14,8
A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",National Highways,4669,537,472,622
A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",State Highways,3364,421,334,478
A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",Other Roads,5743,682,651,764
A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",Other Places,207,18,21,33
A - IPC Crime,"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC)",Child,3,0,3,0
A - IPC Crime,"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC)",Woman,1,0,0,0
A - IPC Crime,"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC)",Women and Child,1,0,0,0
A - IPC Crime,"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC)",Air Force,0,0,0,0
A - IPC Crime,"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC)",Army,1,0,0,0
A - IPC Crime,"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC)",Navy,0,0,0,0
A - IPC Crime,"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC)",From Jail Custody,2,1,0,0
A - IPC Crime,"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC)",From Police Custody,8,4,0,3
A - IPC Crime,"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC)",Others,5,0,1,3
A - IPC Crime,"IMPERSONATION (Sec.170, 171 IPC)",Attempt to Commit,2,0,1,0
A - IPC Crime,"IMPERSONATION (Sec.170, 171 IPC)",Non-Uniformed Authority,2,0,1,0
A - IPC Crime,"IMPERSONATION (Sec.170, 171 IPC)",Uniformed Authority,0,0,0,0
A - IPC Crime,"MISCHIEF (Sec.427 to 440 except 434, 435, 436, 438 IPC)",NA,167,26,23,21
A - IPC Crime,MOLESTATION (Sec.354 IPC),Attempt to Commit,51,6,6,9
A - IPC Crime,MOLESTATION (Sec.354 IPC),Private Place,458,63,62,75
A - IPC Crime,MOLESTATION (Sec.354 IPC),Public Conveyance,7,0,2,0
A - IPC Crime,MOLESTATION (Sec.354 IPC),Public Place,816,114,101,121
A - IPC Crime,MOLESTATION (Sec.354 IPC),Other Places,1407,161,193,224
A - IPC Crime,POISONING-PROFESSIONAL (Sec. 328 IPC),Attempt to Commit,3,0,0,1
A - IPC Crime,POISONING-PROFESSIONAL (Sec. 328 IPC),Fatal,0,0,0,0
A - IPC Crime,POISONING-PROFESSIONAL (Sec. 328 IPC),Non Fatal,4,0,1,0
A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),NA,4,0,1,1
A - IPC Crime,Advertisement,NA,0,0,0,0
A - IPC Crime,Audio Tape,NA,0,0,0,0
A - IPC Crime,Book,NA,0,0,0,0
A - IPC Crime,Computer Software,NA,0,0,0,0
A - IPC Crime,Figures,NA,0,0,0,0
A - IPC Crime,Film (Blue),NA,0,0,0,0
A - IPC Crime,Painting,NA,0,0,0,0
A - IPC Crime,Pamphlet,NA,0,0,0,0
A - IPC Crime,Paper,NA,0,0,0,0
A - IPC Crime,Photography,NA,0,0,0,0
A - IPC Crime,Poster,NA,0,0,0,0
A - IPC Crime,Video Film(Blue),NA,0,0,0,0
A - IPC Crime,PUBLIC JUSTICE (Sec.213 to 215 IPC),NA,4,0,0,1
A - IPC Crime,PUBLIC NUISANCE (Sec.291 and 510 IPC),NA,14,8,0,1
A - IPC Crime,"PUBLIC SAFETY (Sec.269 to 271, 277, 283, 289 IPC)",NA,5881,556,1172,200
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Attempt to Commit,8,0,1,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Defence Personnel,2,2,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Jail Personnel,0,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Judicial Official,7,0,0,2
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Minister,0,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",MLA,0,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",MP,0,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Nationalised Bank Personnel,2,0,0,1
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Other Elected Member,0,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Other Enforcement Official,4,0,0,1
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Other Govt. Official,308,40,39,28
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Para Military Personnel,1,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Police Personnel,264,30,27,27
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Public Sector Undertaking Official,77,2,3,8
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Defence Personnel,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Jail Personnel,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Judicial Official,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Minister,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",MLA,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",MP,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Nationalised Bank Personnel,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Other Elected Member,1,0,0,1
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Other Enforcement Official,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Other Govt. Official,3,0,0,2
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Para Military Personnel,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Police Personnel,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Public Sector Undertaking Official,1,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Others,0,0,0,0
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Animal -Related,12,1,2,2
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Boat/Vessel - Related,0,0,0,0
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Explosive/Explosive Substances - Related,4,0,0,2
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Inflammable Substance- Related ,5,1,1,1
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Machinery - Related,67,4,6,14
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Poisonous Substance - Related,4,2,0,2
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Other - Related,331,43,43,50
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Human - Related,98,12,7,12
A - IPC Crime,RECEIVING OF STOLEN PROPERTY (Sec.411 to 414 IPC),NA,1,0,0,0
A - IPC Crime,SEDITION (Sec. 124A IPC),Attempt to Commit,0,0,0,0
A - IPC Crime,SEDITION (Sec. 124A IPC),By Foreigner,0,0,0,0
A - IPC Crime,SEDITION (Sec. 124A IPC),By National,0,1,0,0
A - IPC Crime,SEDITION (Sec. 124A IPC),By National And Foreigner,0,0,0,0
A - IPC Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC),Attempt to Commit,2,0,0,0
A - IPC Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC),Office,2,1,1,0
A - IPC Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC),Public Conveyance,0,0,0,0
A - IPC Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC),Public Place,16,1,3,1
A - IPC Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC),Other Places,16,3,3,3
A - IPC Crime,"SUICIDE (Sec.305, 306, 309 IPC)",Dowry,6,0,1,0
A - IPC Crime,"SUICIDE (Sec.305, 306, 309 IPC)",Abetment of Suicide,153,29,19,22
A - IPC Crime,"SUICIDE (Sec.305, 306, 309 IPC)",Other Reasons,157,25,16,21
A - IPC Crime,"SUICIDE (Sec.305, 306, 309 IPC)",Attempt to Commit suicide,63,10,3,9
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Abetment  ,0,0,0,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Animal  ,1,0,0,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Attempt,0,0,0,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Major - Man,2,0,1,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Major - Woman,0,0,0,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Minor - Boy,1,0,0,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Minor - Girl,0,0,0,0
A - IPC Crime,WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC),NA,170,20,24,24
A - IPC Crime,Attempt to Commit,NA,18,3,2,2
A - IPC Crime,To Extort Confession,NA,1,1,0,0
A - IPC Crime,To Extort Property,NA,13,2,1,1
A - IPC Crime,To settle Dispute,NA,10,3,3,3
A - IPC Crime,"INFANTICIDE (Sec.315, 316 IPC)",Male,0,0,0,0
A - IPC Crime,"INFANTICIDE (Sec.315, 316 IPC)",Female,0,0,0,0
A - IPC Crime,OFFENCES RELATED TO MARRIAGE (Sec.493 to 498 IPC),NA,19,1,0,3
A - IPC Crime,"BUYING & SELLING MINOR FOR PROSTITUTION (Sec.372, 373 IPC)",NA,0,0,0,0
A - IPC Crime,DOCUMENTS & PROPERTY MARKS (Sec.483 to 489 IPC),Documents  ,0,0,0,0
A - IPC Crime,DOCUMENTS & PROPERTY MARKS (Sec.483 to 489 IPC),Property  ,0,0,0,0
A - IPC Crime,DEFAMATION (Sec.500 to 502 IPC),Persons ,3,2,0,0
A - IPC Crime,DEFAMATION (Sec.500 to 502 IPC),Printed Matter,0,0,0,0
A - IPC Crime,DEFAMATION (Sec.500 to 502 IPC),Others,2,1,1,0
A - IPC Crime,ELECTION(Sec.171(E) to 171(1) IPC),Assembly,20,0,0,0
A - IPC Crime,ELECTION(Sec.171(E) to 171(1) IPC),Parliament,0,0,0,0
A - IPC Crime,ELECTION(Sec.171(E) to 171(1) IPC),Other Elected Bodies,13,0,0,0
A - IPC Crime,"SLAVERY (Sec.370, 371, 374 IPC)",Man,0,0,0,0
A - IPC Crime,"SLAVERY (Sec.370, 371, 374 IPC)",Woman,2,1,0,2
A - IPC Crime,"SLAVERY (Sec.370, 371, 374 IPC)",Boy,1,0,1,0
A - IPC Crime,"SLAVERY (Sec.370, 371, 374 IPC)",Girl,0,0,0,0
A - IPC Crime,Attempting to commit offences (Sec.511 IPC),Attempting to commit offences,106,12,16,24
A - IPC Crime,ILLEGAL DETENTION (Sec.342 IPC),NA,0,0,0,0
A - IPC Crime,FALSE EVIDENCE (Sec.191 to 205 IPC),NA,6,0,1,0
A - IPC Crime,EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC),Boy ,13,5,2,2
A - IPC Crime,EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC),Girl,15,1,3,3
A - IPC Crime,OF ABETMENT (Sec.107 to 120 IPC),OF ABETMENT (Sec.107 to 120 IPC),3,0,0,0
A - IPC Crime,"FAILURE TO APPEAR TO COURT (Sec.174, 229A IPC)",174 A,9,1,0,1
A - IPC Crime,"FAILURE TO APPEAR TO COURT (Sec.174, 229A IPC)",229 A,115,0,0,5
A - IPC Crime,Concealment of birth by secret disposal of Child,Girl,10,0,1,0
A - IPC Crime,Concealment of birth by secret disposal of Child,Boy,11,0,2,3
A - IPC Crime,ASSAULT OR USE OF CRIMINAL FORCE TO DISROBE WOMEN,NA,2,1,0,0
A - IPC Crime,Disobedience to Order Promulgated by Public/Servant,By Private Institution,330,51,67,7
A - IPC Crime,Disobedience to Order Promulgated by Public/Servant,By Govt. Institution,18,2,0,0
A - IPC Crime,Disobedience to Order Promulgated by Public/Servant,By Others,105,53,13,1
A - IPC Crime,ANTIQUES (CULTURAL PROPERTY),Antiques & Art Treasures Act 1972,0,0,0,0
A - IPC Crime,ANTIQUES (CULTURAL PROPERTY),Ancient Monument & Archaelogical Sites And Remains Act 1958,3,3,0,0
A - IPC Crime,ARMS ACT 1959,Country Made - Non Prohibited Bore - In Disturbed Area,9,0,1,3
A - IPC Crime,ARMS ACT 1959,Country Made - Non Prohibited Bore - In Other Area,98,4,7,33
A - IPC Crime,ARMS ACT 1959,Country Made - Prohibited Bore - In Disturbed Area,4,0,0,1
A - IPC Crime,ARMS ACT 1959,Country Made - Prohibited Bore - In Other Area,65,2,10,18
A - IPC Crime,ARMS ACT 1959,Factory Made - Non Prohibited Bore - In Disturbed Area,1,0,0,0
A - IPC Crime,ARMS ACT 1959,Factory Made - Non Prohibited Bore - In Other Area,33,1,3,7
A - IPC Crime,ARMS ACT 1959,Factory Made - Prohibited Bore - In Disturbed Area,1,1,0,0
A - IPC Crime,ARMS ACT 1959,Factory Made - Prohibited Bore - In Other Area,26,0,2,10
A - IPC Crime,ANIMAL,Wild Life Preservation Act 1972,1,0,0,1
A - IPC Crime,ANIMAL,Wild Life Protection Act 1972,4,0,0,1
A - IPC Crime,ANIMAL,Prevention of Cruelty to Animals Act 1960,136,50,24,49
A - IPC Crime,ANIMAL,Elephant (Preservation) Act 1879,0,0,0,0
A - IPC Crime,ANIMAL,Cattle Tresspass Act 1871,15,1,2,10
A - IPC Crime,CINEMATOGRAPHY ACT 1952,Films,0,0,0,0
A - IPC Crime,CINEMATOGRAPHY ACT 1952,Video,0,0,0,0
A - IPC Crime,CONSUMER,Liquified Petroleum Gas Supply & Control Order 2000 ,10,0,1,1
A - IPC Crime,CONSUMER,Consumer (Protection) Act 1986,0,0,0,0
A - IPC Crime,CONSUMER,Essential Commodities Act 1955,257,35,51,45
A - IPC Crime,CONSUMER,Prevention of Food Adulternation Act 1954,2,0,0,1
A - IPC Crime,CONSUMER,Packaged Commodities (Regulation) order 1975,0,0,0,0
A - IPC Crime,COPY RIGHT ACT 1957,By Company,45,3,2,9
A - IPC Crime,COPY RIGHT ACT 1957,By Individual,26,1,1,5
A - IPC Crime,CIVIL RIGHTS,Protection of Civil Rights Act 1955,0,1,0,0
A - IPC Crime,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Caste  ,548,56,73,72
A - IPC Crime,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Tribes,121,10,14,16
A - IPC Crime,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Caste Women,196,24,28,28
A - IPC Crime,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Tribes Women,53,4,5,10
A - IPC Crime,CHILDREN ACT,Child Labour (Prohibition & Regulation) Act1986,35,1,2,4
A - IPC Crime,CHILDREN ACT,The Prohibition of Child Marriage Act - 2006,138,16,32,28
A - IPC Crime,CHILDREN ACT,Juvenile Justice Act 1986,41,4,5,6
A - IPC Crime,CHILDREN ACT,Probation of offenders Act 1958,2,0,1,1
A - IPC Crime,CHILDREN ACT,Protection of Children from Sexual Offences Act 2012 (POCSO),0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Elected,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Gazetted - Central,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Gazetted - Defence,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Gazetted - Public Sector Undertaking,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Gazetted - State,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Non-Gazetted - Central,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Non-Gazetted - Defence,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Non-Gazetted - State,0,0,0,0
A - IPC Crime,CUSTOMS,Customs Act 1962,0,0,0,0
A - IPC Crime,CUSTOMS,Import/Export (Control) Act 1947,0,0,0,0
A - IPC Crime,Explosives,Explosives Substances Act 1908,60,1,4,6
A - IPC Crime,Explosives,Explosives Act 1884,86,0,7,8
A - IPC Crime,Explosives,Inflammable Substance Act 1952,0,0,0,0
A - IPC Crime,FOREIGN EXCHANGE,Smugglers and Foreign Exchange Manipulator Act 1976,0,0,0,0
A - IPC Crime,FOREIGN EXCHANGE,Foreign Exchange Regulation Act 1973,0,0,0,0
A - IPC Crime,FOREIGN EXCHANGE,Foreign Exchange Regulation Act 1952,0,0,0,0
A - IPC Crime,FOREIGNER,Foreigners Act 1946,32,1,6,14
A - IPC Crime,FOREIGNER,Registration of Foreigners Act 1939,0,0,0,0
A - IPC Crime,FOREST,Indian Forest Act 1927,0,0,0,0
A - IPC Crime,FOREST,Forest (Conservation) Act 1980,4,0,0,2
A - IPC Crime,HIJACKING,Foreign Aircraft - In India,0,0,0,0
A - IPC Crime,HIJACKING,Foreign Aircraft - Outside India,0,0,0,0
A - IPC Crime,HIJACKING,Indian Aircraft - In India,0,0,0,0
A - IPC Crime,HIJACKING,Indian Aircraft - Outside India,0,0,0,0
A - IPC Crime,IMMORAL TRAFFIC,Organised,61,4,16,6
A - IPC Crime,IMMORAL TRAFFIC,Un-Organised,59,3,7,7
A - IPC Crime,BONDED LABOUR SYSTEM,NA,3,1,0,0
A - IPC Crime,INDIAN MOTOR VEHICLE,NA,7,0,0,1
A - IPC Crime,NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT,Cultivated/Processed,1888,336,391,397
A - IPC Crime,NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT,Synthetic,1338,67,216,364
A - IPC Crime,NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT,Foreigner,2,0,0,0
A - IPC Crime,NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT,Indian,16,0,1,1
A - IPC Crime,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,Assembly,6,0,0,0
A - IPC Crime,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,Parliament,3,0,0,0
A - IPC Crime,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,Other Elected Bodies,4,0,0,0
A - IPC Crime,KARNATAKA POLICE ACT 1963,Gambling - Matka (78 Class C),3772,412,395,716
A - IPC Crime,KARNATAKA POLICE ACT 1963,Street Gambling (87),4604,539,845,658
A - IPC Crime,KARNATAKA POLICE ACT 1963,House Gambling (79 & 80),166,21,43,27
A - IPC Crime,KARNATAKA POLICE ACT 1963,Betting ,223,4,14,12
A - IPC Crime,KARNATAKA POLICE ACT 1963,Others ,214,9,20,35
A - IPC Crime,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,NA,150,12,13,6
A - IPC Crime,"POST & TELEGRAPH, TELEGRAPH WIRES (UNLAWFUL POSSESSION) ACT 1980",NA,1,0,0,1
A - IPC Crime,OFFICIAL SECURITY RELATED ACTS,Official Secrets Act 1923,0,0,0,0
A - IPC Crime,OFFICIAL SECURITY RELATED ACTS,Essential Services Maintenance Act 1981,31,0,0,0
A - IPC Crime,PREVENTION OF TERRORISM ACT (POTA),NA,0,0,0,0
A - IPC Crime,RAILWAYS ACT,Indian Railways Act 1989,3,0,1,0
A - IPC Crime,RAILWAYS ACT,Railway Property (Unlawful Possession) Act 1966,0,0,0,0
A - IPC Crime,UNLAWFUL ACTIVITIES (Prevention) Act 1967,NA,0,0,0,0
A - IPC Crime,CRIMES RELATED TO WOMEN,Dowry Prohibition,897,94,79,158
A - IPC Crime,CRIMES RELATED TO WOMEN,Commission of SATI (Prevention) Act 1987,1,0,0,1
A - IPC Crime,CRIMES RELATED TO WOMEN,Indecent Representation of Women (Prohibition) Act 1986,0,0,0,0
A - IPC Crime,INDIAN LUNACY ACT,NA,0,0,0,0
A - IPC Crime,INDIAN ELECTRICITY ACT,NA,10,0,2,2
A - IPC Crime,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",NA,119,4,7,21
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Epidemic Deseases Act 2020,1686,0,238,15
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,"The Karnataka Prevention of Dangerous Activities of Bootleggers, Drug-offenders, Gamblers, Goonda Act",0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Cow Slaughters Act,350,109,41,168
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Disaster Management Act 2005,1221,0,296,16
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Excise Act 1965,4947,515,1077,609
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Forest Act 1963,24,12,5,2
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Education Act 1983 As Amended Upto Date,5,2,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Kerosene Restriction Unuse Act 1956,1,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka University Act,0,0,0,0
