ACT,MAJOR HEAD,MINOR HEAD,During the current year upto the end of month under review,During the corresponding month of previous year,During the previous month,During the current month
A - IPC Crime,Political Issue,NA,0,0,0,0
A - IPC Crime,Racial/Ethnic Issue,NA,1,0,1,0
A - IPC Crime,Regional Issue,NA,3,1,0,3
A - IPC Crime,Religious Issue,NA,12,11,8,4
A - IPC Crime,Sectarian Issue,NA,0,0,0,0
A - IPC Crime,"CRIMINAL CONSPIRACY (Sec. 120(B), 121(A) IPC)",NA,2,4,0,2
A - IPC Crime,Conspiracy To Wage War,NA,0,0,0,0
A - IPC Crime,Related to Substantive Offence,NA,3,0,1,2
A - IPC Crime,CRIMINAL INTIMIDATION (Sec. 504 to 508 IPC),NA,285,184,157,128
A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",NA,0,0,0,0
A - IPC Crime,Attempt to Commit,NA,0,0,0,0
A - IPC Crime,Bank,NA,0,0,0,0
A - IPC Crime,Business Establishment,NA,0,0,0,0
A - IPC Crime,Charitable Organisation,NA,0,0,0,0
A - IPC Crime,Chitfund Organisation,NA,0,0,0,0
A - IPC Crime,Co-operative Organisation,NA,0,0,0,0
A - IPC Crime,Commercial Establishment/Shop,NA,0,0,0,0
A - IPC Crime,Customs Department,NA,0,0,0,0
A - IPC Crime,Excise Department,NA,0,0,0,0
A - IPC Crime,Financial Institution,NA,0,0,0,0
A - IPC Crime,Income Tax Department,NA,0,0,0,0
A - IPC Crime,Other Government Organisation,NA,0,0,0,0
A - IPC Crime,Postal Department,NA,0,0,0,0
A - IPC Crime,Public Sector Undertakings,NA,0,0,0,0
A - IPC Crime,Railway Department,NA,0,0,0,0
A - IPC Crime,Revenue Department,NA,0,0,0,0
A - IPC Crime,Sales Tax Department,NA,0,0,0,0
A - IPC Crime,Social Organisation (Aided) (N),NA,0,0,0,0
A - IPC Crime,Transport Authority,NA,0,0,0,0
A - IPC Crime,Trust - Other than religious,NA,0,0,0,0
A - IPC Crime,Trust - Religious,NA,0,0,0,0
A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),NA,25,12,13,12
A - IPC Crime,Attempt to Commit,NA,3,1,1,2
A - IPC Crime,Club,NA,0,0,0,0
A - IPC Crime,Hostel,NA,0,0,0,0
A - IPC Crime,Hotel,NA,1,2,1,0
A - IPC Crime,House,NA,74,40,39,35
A - IPC Crime,Land,NA,155,62,72,83
A - IPC Crime,Office,NA,6,4,4,2
A - IPC Crime,Prohibited Places,NA,1,3,0,1
A - IPC Crime,Religious Place,NA,3,1,3,0
A - IPC Crime,Restricted Area,NA,0,2,0,0
A - IPC Crime,CRUELTY BY HUSBAND (Sec. 498(A) IPC),Husband ,108,77,61,47
A - IPC Crime,CRUELTY BY HUSBAND (Sec. 498(A) IPC),Husband And Relative(S) in Law,208,94,108,100
A - IPC Crime,CRUELTY BY HUSBAND (Sec. 498(A) IPC),Relative(S) in Law,6,4,4,2
A - IPC Crime,CRUELTY BY HUSBAND (Sec. 498(A) IPC),Dowry Harassment,73,22,41,32
A - IPC Crime,DOWRY DEATHS (Sec.304(B) IPC),NA,3,2,1,2
A - IPC Crime,By Husband  ,NA,5,2,1,4
A - IPC Crime,By Husband And Relatives In Law,NA,12,2,9,3
A - IPC Crime,By Relatives in Law,NA,0,0,0,0
A - IPC Crime,By Burning,NA,2,2,0,2
A - IPC Crime,By Hanging,NA,10,8,5,5
A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),NA,20,7,9,11
A - IPC Crime,Adulterated Food/Drug,NA,0,0,0,0
A - IPC Crime,Accident by Air,NA,0,0,0,0
A - IPC Crime,Boad Accident,NA,0,0,0,0
A - IPC Crime,Bridge/Dam Collapse,NA,1,0,1,0
A - IPC Crime,Building Collapse,NA,0,2,0,0
A - IPC Crime,Caused By Animal,NA,1,1,1,0
A - IPC Crime,Death Due to Other Cause,NA,10,8,5,5
A - IPC Crime,Electrocution Accident,NA,5,5,3,2
A - IPC Crime,Explosion Accident,NA,1,0,0,1
A - IPC Crime,Fire accident,NA,2,0,2,0
A - IPC Crime,Gas Leakage Accident,NA,0,0,0,0
A - IPC Crime,Improper Infrastucture In Construction,NA,7,5,3,4
A - IPC Crime,Improper Medical Treatment,NA,0,1,0,0
A - IPC Crime,In Custody of Public Servant,NA,0,0,0,0
A - IPC Crime,In Jail/Judicial Custody,NA,0,0,0,0
A - IPC Crime,In Police Custody,NA,0,0,0,0
A - IPC Crime,Industrial Accident (Factory),NA,1,1,0,1
A - IPC Crime,Inflammable Substance,NA,0,0,0,0
A - IPC Crime,Mine Accident,NA,1,0,1,0
A - IPC Crime,Poisonous Substance,NA,0,0,0,0
A - IPC Crime,Quarry Accident,NA,1,0,0,1
A - IPC Crime,Spurious Liquor (Hooch) Accident,NA,0,0,0,0
A - IPC Crime,Railway Accident,NA,0,0,0,0
A - IPC Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC),National Highways,589,291,335,254
A - IPC Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC),State Highways,516,270,265,251
A - IPC Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC),Other Roads,654,324,330,324
A - IPC Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC),Other Places,34,14,18,16
A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",National Highways,1757,857,958,799
A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",State Highways,1219,681,658,561
A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",Other Roads,1950,1186,1007,943
A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",Other Places,71,38,36,35
A - IPC Crime,"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC)",Child,0,4,0,0
A - IPC Crime,"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC)",Woman,0,0,0,0
A - IPC Crime,"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC)",Women and Child,1,0,0,1
A - IPC Crime,"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC)",Air Force,0,0,0,0
A - IPC Crime,"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC)",Army,0,0,0,0
A - IPC Crime,"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC)",Navy,0,0,0,0
A - IPC Crime,"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC)",From Jail Custody,1,2,1,0
A - IPC Crime,"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC)",From Police Custody,4,2,2,2
A - IPC Crime,"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC)",Others,0,4,0,0
A - IPC Crime,"IMPERSONATION (Sec.170, 171 IPC)",Attempt to Commit,1,0,0,1
A - IPC Crime,"IMPERSONATION (Sec.170, 171 IPC)",Non-Uniformed Authority,0,1,0,0
A - IPC Crime,"IMPERSONATION (Sec.170, 171 IPC)",Uniformed Authority,0,0,0,0
A - IPC Crime,"MISCHIEF (Sec.427 to 440 except 434, 435, 436, 438 IPC)",NA,57,30,38,19
A - IPC Crime,MOLESTATION (Sec.354 IPC),Attempt to Commit,10,5,6,4
A - IPC Crime,MOLESTATION (Sec.354 IPC),Private Place,113,80,52,61
A - IPC Crime,MOLESTATION (Sec.354 IPC),Public Conveyance,0,0,0,0
A - IPC Crime,MOLESTATION (Sec.354 IPC),Public Place,250,138,140,110
A - IPC Crime,MOLESTATION (Sec.354 IPC),Other Places,402,201,195,207
A - IPC Crime,POISONING-PROFESSIONAL (Sec. 328 IPC),Attempt to Commit,0,1,0,0
A - IPC Crime,POISONING-PROFESSIONAL (Sec. 328 IPC),Fatal,0,0,0,0
A - IPC Crime,POISONING-PROFESSIONAL (Sec. 328 IPC),Non Fatal,3,1,2,1
A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),NA,0,5,0,0
A - IPC Crime,Advertisement,NA,0,0,0,0
A - IPC Crime,Audio Tape,NA,0,0,0,0
A - IPC Crime,Book,NA,0,0,0,0
A - IPC Crime,Computer Software,NA,0,0,0,0
A - IPC Crime,Figures,NA,0,0,0,0
A - IPC Crime,Film (Blue),NA,0,0,0,0
A - IPC Crime,Painting,NA,0,0,0,0
A - IPC Crime,Pamphlet,NA,0,0,0,0
A - IPC Crime,Paper,NA,0,0,0,0
A - IPC Crime,Photography,NA,0,0,0,0
A - IPC Crime,Poster,NA,0,0,0,0
A - IPC Crime,Video Film(Blue),NA,0,0,0,0
A - IPC Crime,PUBLIC JUSTICE (Sec.213 to 215 IPC),NA,0,0,0,0
A - IPC Crime,PUBLIC NUISANCE (Sec.291 and 510 IPC),NA,2,6,2,0
A - IPC Crime,"PUBLIC SAFETY (Sec.269 to 271, 277, 283, 289 IPC)",NA,78,94,57,21
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Attempt to Commit,2,1,1,1
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Defence Personnel,0,1,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Jail Personnel,0,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Judicial Official,1,3,0,1
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Minister,0,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",MLA,0,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",MP,0,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Nationalised Bank Personnel,1,1,1,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Other Elected Member,0,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Other Enforcement Official,0,1,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Other Govt. Official,66,44,29,37
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Para Military Personnel,0,0,0,0
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Police Personnel,56,45,24,32
A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC)",Public Sector Undertaking Official,10,12,6,4
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Defence Personnel,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Jail Personnel,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Judicial Official,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Minister,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",MLA,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",MP,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Nationalised Bank Personnel,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Other Elected Member,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Other Enforcement Official,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Other Govt. Official,0,1,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Para Military Personnel,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Police Personnel,0,1,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Public Sector Undertaking Official,0,0,0,0
A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 139, 167, 218, 221, 222 IPC)",Others,0,0,0,0
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Animal -Related,5,1,4,1
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Boat/Vessel - Related,0,0,0,0
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Explosive/Explosive Substances - Related,1,0,1,0
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Inflammable Substance- Related ,1,0,0,1
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Machinery - Related,30,10,13,17
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Poisonous Substance - Related,0,1,0,0
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Other - Related,97,308,53,44
A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC)",Human - Related,46,48,18,28
A - IPC Crime,RECEIVING OF STOLEN PROPERTY (Sec.411 to 414 IPC),NA,0,0,0,0
A - IPC Crime,SEDITION (Sec. 124A IPC),Attempt to Commit,0,0,0,0
A - IPC Crime,SEDITION (Sec. 124A IPC),By Foreigner,0,0,0,0
A - IPC Crime,SEDITION (Sec. 124A IPC),By National,0,2,0,0
A - IPC Crime,SEDITION (Sec. 124A IPC),By National And Foreigner,0,0,0,0
A - IPC Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC),Attempt to Commit,0,0,0,0
A - IPC Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC),Office,1,0,1,0
A - IPC Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC),Public Conveyance,0,0,0,0
A - IPC Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC),Public Place,5,3,3,2
A - IPC Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC),Other Places,6,2,2,4
A - IPC Crime,"SUICIDE (Sec.305, 306, 309 IPC)",Dowry,3,1,2,1
A - IPC Crime,"SUICIDE (Sec.305, 306, 309 IPC)",Abetment of Suicide,47,29,25,22
A - IPC Crime,"SUICIDE (Sec.305, 306, 309 IPC)",Other Reasons,43,25,21,22
A - IPC Crime,"SUICIDE (Sec.305, 306, 309 IPC)",Attempt to Commit suicide,29,12,17,12
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Abetment  ,0,0,0,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Animal  ,1,0,0,1
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Attempt,0,0,0,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Major - Man,0,0,0,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Major - Woman,0,0,0,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Minor - Boy,1,0,1,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Minor - Girl,0,0,0,0
A - IPC Crime,WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC),NA,49,24,33,16
A - IPC Crime,Attempt to Commit,NA,5,0,2,3
A - IPC Crime,To Extort Confession,NA,1,0,0,1
A - IPC Crime,To Extort Property,NA,6,0,1,5
A - IPC Crime,To settle Dispute,NA,3,3,2,1
A - IPC Crime,"INFANTICIDE (Sec.315, 316 IPC)",Male,0,0,0,0
A - IPC Crime,"INFANTICIDE (Sec.315, 316 IPC)",Female,0,0,0,0
A - IPC Crime,OFFENCES RELATED TO MARRIAGE (Sec.493 to 498 IPC),NA,11,4,5,6
A - IPC Crime,"BUYING & SELLING MINOR FOR PROSTITUTION (Sec.372, 373 IPC)",NA,0,0,0,0
A - IPC Crime,DOCUMENTS & PROPERTY MARKS (Sec.483 to 489 IPC),Documents  ,0,0,0,0
A - IPC Crime,DOCUMENTS & PROPERTY MARKS (Sec.483 to 489 IPC),Property  ,0,1,0,0
A - IPC Crime,DEFAMATION (Sec.500 to 502 IPC),Persons ,2,0,0,2
A - IPC Crime,DEFAMATION (Sec.500 to 502 IPC),Printed Matter,0,0,0,0
A - IPC Crime,DEFAMATION (Sec.500 to 502 IPC),Others,0,0,0,0
A - IPC Crime,ELECTION(Sec.171(E) to 171(1) IPC),Assembly,0,0,0,0
A - IPC Crime,ELECTION(Sec.171(E) to 171(1) IPC),Parliament,0,0,0,0
A - IPC Crime,ELECTION(Sec.171(E) to 171(1) IPC),Other Elected Bodies,3,4,2,1
A - IPC Crime,"SLAVERY (Sec.370, 371, 374 IPC)",Man,0,0,0,0
A - IPC Crime,"SLAVERY (Sec.370, 371, 374 IPC)",Woman,0,1,0,0
A - IPC Crime,"SLAVERY (Sec.370, 371, 374 IPC)",Boy,0,0,0,0
A - IPC Crime,"SLAVERY (Sec.370, 371, 374 IPC)",Girl,0,0,0,0
A - IPC Crime,Attempting to commit offences (Sec.511 IPC),NA,36,15,15,21
A - IPC Crime,ILLEGAL DETENTION (Sec.342 IPC),NA,0,0,0,0
A - IPC Crime,FALSE EVIDENCE (Sec.191 to 205 IPC),NA,3,3,2,1
A - IPC Crime,EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC),Boy ,4,3,2,2
A - IPC Crime,EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC),Girl,7,4,6,1
A - IPC Crime,OF ABETMENT (Sec.107 to 120 IPC),NA,1,1,1,0
A - IPC Crime,"FAILURE TO APPEAR TO COURT (Sec.174, 229A IPC)",174 A,7,0,3,4
A - IPC Crime,"FAILURE TO APPEAR TO COURT (Sec.174, 229A IPC)",229 A,93,1,26,67
A - IPC Crime,Concealment of birth by secret disposal of Child,Girl,4,2,2,2
A - IPC Crime,Concealment of birth by secret disposal of Child,Boy,3,3,1,2
A - IPC Crime,ASSAULT OR USE OF CRIMINAL FORCE TO DISROBE WOMEN,NA,2,0,2,0
A - IPC Crime,Disobedience to Order Promulgated by Public/Servant,By Private Institution,1,1,0,1
A - IPC Crime,Disobedience to Order Promulgated by Public/Servant,By Govt. Institution,0,0,0,0
A - IPC Crime,Disobedience to Order Promulgated by Public/Servant,By Others,2,0,2,0
A - IPC Crime,ANTIQUES (CULTURAL PROPERTY),Antiques & Art Treasures Act 1972,0,0,0,0
A - IPC Crime,ANTIQUES (CULTURAL PROPERTY),Ancient Monument & Archaelogical Sites And Remains Act 1958,1,0,1,0
A - IPC Crime,ARMS ACT 1959,Country Made - Non Prohibited Bore - In Disturbed Area,2,0,0,2
A - IPC Crime,ARMS ACT 1959,Country Made - Non Prohibited Bore - In Other Area,33,5,13,20
A - IPC Crime,ARMS ACT 1959,Country Made - Prohibited Bore - In Disturbed Area,3,0,1,2
A - IPC Crime,ARMS ACT 1959,Country Made - Prohibited Bore - In Other Area,20,6,6,14
A - IPC Crime,ARMS ACT 1959,Factory Made - Non Prohibited Bore - In Disturbed Area,1,0,0,1
A - IPC Crime,ARMS ACT 1959,Factory Made - Non Prohibited Bore - In Other Area,12,0,6,6
A - IPC Crime,ARMS ACT 1959,Factory Made - Prohibited Bore - In Disturbed Area,1,0,1,0
A - IPC Crime,ARMS ACT 1959,Factory Made - Prohibited Bore - In Other Area,8,2,2,6
A - IPC Crime,ANIMAL,Wild Life Preservation Act 1972,0,0,0,0
A - IPC Crime,ANIMAL,Wild Life Protection Act 1972,2,0,1,1
A - IPC Crime,ANIMAL,Prevention of Cruelty to Animals Act 1960,16,14,6,10
A - IPC Crime,ANIMAL,Elephant (Preservation) Act 1879,0,0,0,0
A - IPC Crime,ANIMAL,Cattle Tresspass Act 1871,0,0,0,0
A - IPC Crime,CINEMATOGRAPHY ACT 1952,Films,0,0,0,0
A - IPC Crime,CINEMATOGRAPHY ACT 1952,Video,0,0,0,0
A - IPC Crime,CONSUMER,Liquified Petroleum Gas Supply & Control Order 2000 ,5,4,0,5
A - IPC Crime,CONSUMER,Consumer (Protection) Act 1986,0,0,0,0
A - IPC Crime,CONSUMER,Essential Commodities Act 1955,64,21,39,25
A - IPC Crime,CONSUMER,Prevention of Food Adulternation Act 1954,0,0,0,0
A - IPC Crime,CONSUMER,Packaged Commodities (Regulation) order 1975,0,0,0,0
A - IPC Crime,COPY RIGHT ACT 1957,By Company,18,10,8,10
A - IPC Crime,COPY RIGHT ACT 1957,By Individual,10,3,5,5
A - IPC Crime,CIVIL RIGHTS,Protection of Civil Rights Act 1955,0,0,0,0
A - IPC Crime,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Caste  ,148,89,85,63
A - IPC Crime,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Tribes,35,23,19,16
A - IPC Crime,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Caste Women,66,37,31,35
A - IPC Crime,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Tribes Women,23,7,13,10
A - IPC Crime,CHILDREN ACT,Child Labour (Prohibition & Regulation) Act1986,20,7,14,6
A - IPC Crime,CHILDREN ACT,The Prohibition of Child Marriage Act - 2006,32,14,7,25
A - IPC Crime,CHILDREN ACT,Juvenile Justice Act 1986,13,6,7,6
A - IPC Crime,CHILDREN ACT,Probation of offenders Act 1958,0,0,0,0
A - IPC Crime,CHILDREN ACT,Protection of Children from Sexual Offences Act 2012 (POCSO),0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Elected,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Gazetted - Central,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Gazetted - Defence,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Gazetted - Public Sector Undertaking,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Gazetted - State,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Non-Gazetted - Central,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Non-Gazetted - Defence,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Non-Gazetted - State,0,0,0,0
A - IPC Crime,CUSTOMS,Customs Act 1962,0,0,0,0
A - IPC Crime,CUSTOMS,Import/Export (Control) Act 1947,0,0,0,0
A - IPC Crime,Explosives,Explosives Substances Act 1908,18,3,7,11
A - IPC Crime,Explosives,Explosives Act 1884,25,4,11,14
A - IPC Crime,Explosives,Inflammable Substance Act 1952,1,0,0,1
A - IPC Crime,FOREIGN EXCHANGE,Smugglers and Foreign Exchange Manipulator Act 1976,0,0,0,0
A - IPC Crime,FOREIGN EXCHANGE,Foreign Exchange Regulation Act 1973,0,0,0,0
A - IPC Crime,FOREIGN EXCHANGE,Foreign Exchange Regulation Act 1952,0,0,0,0
A - IPC Crime,FOREIGNER,Foreigners Act 1946,10,6,6,4
A - IPC Crime,FOREIGNER,Registration of Foreigners Act 1939,0,0,0,0
A - IPC Crime,FOREST,Indian Forest Act 1927,0,0,0,0
A - IPC Crime,FOREST,Forest (Conservation) Act 1980,1,1,1,0
A - IPC Crime,HIJACKING,Foreign Aircraft - In India,0,0,0,0
A - IPC Crime,HIJACKING,Foreign Aircraft - Outside India,0,0,0,0
A - IPC Crime,HIJACKING,Indian Aircraft - In India,0,0,0,0
A - IPC Crime,HIJACKING,Indian Aircraft - Outside India,0,0,0,0
A - IPC Crime,IMMORAL TRAFFIC,Organised,19,16,9,10
A - IPC Crime,IMMORAL TRAFFIC,Un-Organised,16,2,6,10
A - IPC Crime,BONDED LABOUR SYSTEM,NA,3,1,2,1
A - IPC Crime,INDIAN MOTOR VEHICLE,NA,3,0,3,0
A - IPC Crime,NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT,Cultivated/Processed,594,80,218,376
A - IPC Crime,NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT,Synthetic,436,99,115,321
A - IPC Crime,PASSPORT ACT,Foreigner,2,5,1,1
A - IPC Crime,PASSPORT ACT,Indian,3,2,2,1
A - IPC Crime,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,Assembly,0,0,0,0
A - IPC Crime,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,Parliament,0,0,0,0
A - IPC Crime,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,Other Elected Bodies,1,0,0,1
A - IPC Crime,KARNATAKA POLICE ACT 1963,Gambling - Matka (78 Class C),1229,650,650,579
A - IPC Crime,KARNATAKA POLICE ACT 1963,Street Gambling (87),903,481,466,437
A - IPC Crime,KARNATAKA POLICE ACT 1963,House Gambling (79 & 80),29,31,17,12
A - IPC Crime,KARNATAKA POLICE ACT 1963,Betting ,32,18,19,13
A - IPC Crime,KARNATAKA POLICE ACT 1963,Others ,77,66,46,31
A - IPC Crime,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,NA,19,13,10,9
A - IPC Crime,"POST & TELEGRAPH, TELEGRAPH WIRES (UNLAWFUL POSSESSION) ACT 1980",NA,0,0,0,0
A - IPC Crime,Official Secrets Act 1923,NA,0,0,0,0
A - IPC Crime,Essential Services Maintenance Act 1981,NA,0,0,0,0
A - IPC Crime,PREVENTION OF TERRORISM ACT (POTA),NA,0,0,0,0
A - IPC Crime,RAILWAYS ACT,Indian Railways Act 1989,0,0,0,0
A - IPC Crime,RAILWAYS ACT,Railway Property (Unlawful Possession) Act 1966,0,0,0,0
