id,name,district_id,taluk_id,latitude,longitude,geom
718,Rural Police Station Unit 108,6,,16.473677,77.076737,POINT(77.076737 16.473677)
719,Rural Police Station Unit 109,14,,15.103307,76.082686,POINT(76.082686 15.103307)
720,Rural Police Station Unit 110,16,,16.630762,77.120603,POINT(77.120603 16.630762)
721,Rural Police Station Unit 111,16,,16.801928,77.283961,POINT(77.283961 16.801928)
722,Rural Police Station Unit 112,15,,13.146913,77.939166,POINT(77.939166 13.146913)
723,Rural Police Station Unit 113,2,,12.376452,76.556874,POINT(76.556874 12.376452)
724,Rural Police Station Unit 114,15,,13.152432,77.813124,POINT(77.813124 13.152432)
725,Rural Police Station Unit 115,5,,12.99708,77.719318,POINT(77.719318 12.99708)
726,Rural Police Station Unit 116,33,,13.672781,74.73892,POINT(74.73892 13.672781)
727,Rural Police Station Unit 117,19,,15.531535,74.861238,POINT(74.861238 15.531535)
728,Rural Police Station Unit 118,14,,12.197146,76.673455,POINT(76.673455 12.197146)
729,Rural Police Station Unit 119,14,,15.020401,77.399469,POINT(77.399469 15.020401)
730,Rural Police Station Unit 120,22,,14.310149,75.946825,POINT(75.946825 14.310149)
731,Rural Police Station Unit 121,12,,15.02698,76.888326,POINT(76.888326 15.02698)
732,Rural Police Station Unit 122,8,,12.498207,76.797671,POINT(76.797671 12.498207)
733,Rural Police Station Unit 123,1,,11.654286,78.083183,POINT(78.083183 11.654286)
734,Rural Police Station Unit 124,14,,12.299478,75.86887,POINT(75.86887 12.299478)
735,Rural Police Station Unit 125,9,,13.276571,77.024923,POINT(77.024923 13.276571)
736,Rural Police Station Unit 126,33,,13.25066,74.746371,POINT(74.746371 13.25066)
737,Rural Police Station Unit 127,5,,12.930928,77.460958,POINT(77.460958 12.930928)
738,Rural Police Station Unit 128,3,,12.864244,74.99906,POINT(74.99906 12.864244)
739,Rural Police Station Unit 129,7,,12.491424,75.816461,POINT(75.816461 12.491424)
740,Rural Police Station Unit 130,24,,13.05312,76.089311,POINT(76.089311 13.05312)
741,Rural Police Station Unit 131,15,,13.201951,77.682081,POINT(77.682081 13.201951)
742,Rural Police Station Unit 132,12,,15.176073,76.975823,POINT(76.975823 15.176073)
743,Rural Police Station Unit 133,9,,13.443381,77.11737,POINT(77.11737 13.443381)
744,Rural Police Station Unit 134,27,,15.960743,74.59319,POINT(74.59319 15.960743)
745,Rural Police Station Unit 135,2,,12.288744,76.754466,POINT(76.754466 12.288744)
746,Rural Police Station Unit 136,29,,12.687672,77.300639,POINT(77.300639 12.687672)
747,Rural Police Station Unit 137,14,,12.461313,76.68721,POINT(76.68721 12.461313)
748,Rural Police Station Unit 138,16,,16.837937,77.28367,POINT(77.28367 16.837937)
749,Rural Police Station Unit 139,16,,16.900754,77.050179,POINT(77.050179 16.900754)
750,Rural Police Station Unit 140,14,,12.40812,76.708649,POINT(76.708649 12.40812)
751,Rural Police Station Unit 141,14,,12.867071,75.82283,POINT(75.82283 12.867071)
752,Rural Police Station Unit 142,22,,14.547747,75.928922,POINT(75.928922 14.547747)
753,Rural Police Station Unit 143,9,,13.196529,76.95994,POINT(76.95994 13.196529)
754,Rural Police Station Unit 144,5,,12.834734,77.795972,POINT(77.795972 12.834734)
755,Rural Police Station Unit 145,29,,12.639353,77.384721,POINT(77.384721 12.639353)
756,Rural Police Station Unit 146,24,,12.913205,76.051671,POINT(76.051671 12.913205)
757,Rural Police Station Unit 147,24,,13.097105,76.111159,POINT(76.111159 13.097105)
758,Rural Police Station Unit 148,8,,12.625859,77.11645,POINT(77.11645 12.625859)
759,Rural Police Station Unit 149,15,,13.290286,77.808684,POINT(77.808684 13.290286)
760,Rural Police Station Unit 150,29,,12.728327,77.167048,POINT(77.167048 12.728327)
761,Rural Police Station Unit 151,27,,16.02954,74.44322,POINT(74.44322 16.02954)
762,Rural Police Station Unit 152,9,,13.244832,77.216195,POINT(77.216195 13.244832)
763,Rural Police Station Unit 153,5,,12.88684,77.615811,POINT(77.615811 12.88684)
764,Rural Police Station Unit 154,23,,16.198106,75.722344,POINT(75.722344 16.198106)
765,Rural Police Station Unit 155,19,,15.468303,74.864419,POINT(74.864419 15.468303)
766,Rural Police Station Unit 156,7,,12.519266,75.592544,POINT(75.592544 12.519266)
767,Rural Police Station Unit 157,22,,14.432074,75.979755,POINT(75.979755 14.432074)
768,Rural Police Station Unit 158,12,,15.256272,76.842191,POINT(76.842191 15.256272)
769,Rural Police Station Unit 159,9,,13.480832,77.169331,POINT(77.169331 13.480832)
770,Rural Police Station Unit 160,6,,16.554055,76.789168,POINT(76.789168 16.554055)
771,Rural Police Station Unit 161,5,,12.955444,77.561618,POINT(77.561618 12.955444)
772,Rural Police Station Unit 162,8,,12.961537,76.734035,POINT(76.734035 12.961537)
773,Rural Police Station Unit 163,3,,12.830587,74.991083,POINT(74.991083 12.830587)
774,Rural Police Station Unit 164,5,,13.050426,77.437391,POINT(77.437391 13.050426)
775,Rural Police Station Unit 165,14,,12.188852,76.007243,POINT(76.007243 12.188852)
776,Rural Police Station Unit 166,6,,16.496392,76.796283,POINT(76.796283 16.496392)
777,Rural Police Station Unit 167,22,,14.515054,76.062722,POINT(76.062722 14.515054)
778,Rural Police Station Unit 168,2,,12.317455,76.820289,POINT(76.820289 12.317455)
779,Rural Police Station Unit 169,15,,13.319183,77.688061,POINT(77.688061 13.319183)
780,Rural Police Station Unit 170,23,,16.116719,75.812774,POINT(75.812774 16.116719)
781,Rural Police Station Unit 171,2,,12.342253,76.628662,POINT(76.628662 12.342253)
782,Rural Police Station Unit 172,29,,12.598561,77.367868,POINT(77.367868 12.598561)
783,Rural Police Station Unit 173,16,,16.89341,77.27788,POINT(77.27788 16.89341)
784,Rural Police Station Unit 174,27,,15.740939,74.532284,POINT(74.532284 15.740939)
785,Rural Police Station Unit 175,3,,12.849204,75.101884,POINT(75.101884 12.849204)
786,Rural Police Station Unit 176,10,,14.811133,75.377316,POINT(75.377316 14.811133)
787,Rural Police Station Unit 177,29,,12.797897,77.316893,POINT(77.316893 12.797897)
788,Rural Police Station Unit 178,7,,12.435959,75.739522,POINT(75.739522 12.435959)
789,Rural Police Station Unit 179,14,,13.060521,75.788581,POINT(75.788581 13.060521)
790,Rural Police Station Unit 180,16,,16.719364,77.086771,POINT(77.086771 16.719364)
791,Rural Police Station Unit 181,29,,12.876782,77.225858,POINT(77.225858 12.876782)
792,Rural Police Station Unit 182,3,,12.877747,75.233045,POINT(75.233045 12.877747)
793,Rural Police Station Unit 183,29,,12.586835,77.321044,POINT(77.321044 12.586835)
794,Rural Police Station Unit 184,5,,12.886246,77.498798,POINT(77.498798 12.886246)
795,Rural Police Station Unit 185,3,,12.809438,75.08725,POINT(75.08725 12.809438)
796,Rural Police Station Unit 186,3,,12.627578,75.030058,POINT(75.030058 12.627578)
797,Rural Police Station Unit 187,9,,13.406225,77.113155,POINT(77.113155 13.406225)
798,Rural Police Station Unit 188,1,,12.353453,77.431945,POINT(77.431945 12.353453)
799,Rural Police Station Unit 189,10,,14.823353,75.31038,POINT(75.31038 14.823353)
800,Rural Police Station Unit 190,27,,15.732177,74.644533,POINT(74.644533 15.732177)
801,Rural Police Station Unit 191,23,,16.185535,75.714033,POINT(75.714033 16.185535)
802,Rural Police Station Unit 192,10,,14.936026,75.524626,POINT(75.524626 14.936026)
803,Rural Police Station Unit 193,9,,13.354525,77.064682,POINT(77.064682 13.354525)
804,Rural Police Station Unit 194,24,,12.976636,76.061798,POINT(76.061798 12.976636)
805,Rural Police Station Unit 195,9,,13.270959,77.180752,POINT(77.180752 13.270959)
806,Rural Police Station Unit 196,6,,16.55391,76.800354,POINT(76.800354 16.55391)
807,Rural Police Station Unit 197,14,,13.099913,75.908659,POINT(75.908659 13.099913)
808,Rural Police Station Unit 198,8,,12.265924,76.889672,POINT(76.889672 12.265924)
809,Rural Police Station Unit 199,7,,12.289692,75.838827,POINT(75.838827 12.289692)
810,Rural Police Station Unit 200,2,,12.407121,76.582266,POINT(76.582266 12.407121)
811,Rural Police Station Unit 201,16,,16.788726,77.114784,POINT(77.114784 16.788726)
812,Rural Police Station Unit 202,10,,14.904453,75.408009,POINT(75.408009 14.904453)
813,Rural Police Station Unit 203,23,,16.131229,75.794397,POINT(75.794397 16.131229)
814,Rural Police Station Unit 204,9,,13.302134,77.086886,POINT(77.086886 13.302134)
815,Rural Police Station Unit 205,22,,14.491648,75.787526,POINT(75.787526 14.491648)
816,Rural Police Station Unit 206,27,,15.506225,74.597757,POINT(74.597757 15.506225)
817,Rural Police Station Unit 207,6,,16.409356,76.841024,POINT(76.841024 16.409356)
818,Rural Police Station Unit 208,6,,16.370669,76.965779,POINT(76.965779 16.370669)
819,Rural Police Station Unit 209,19,,15.385056,74.936258,POINT(74.936258 15.385056)
820,Rural Police Station Unit 210,19,,15.492237,75.0597,POINT(75.0597 15.492237)
821,Rural Police Station Unit 211,24,,13.024145,76.232049,POINT(76.232049 13.024145)
822,Rural Police Station Unit 212,1,,11.856838,77.943663,POINT(77.943663 11.856838)
823,Rural Police Station Unit 213,8,,12.826783,76.94503,POINT(76.94503 12.826783)
824,Rural Police Station Unit 214,16,,16.885342,77.279349,POINT(77.279349 16.885342)
825,Rural Police Station Unit 215,16,,16.827258,77.143212,POINT(77.143212 16.827258)
826,Rural Police Station Unit 216,29,,12.599602,77.259542,POINT(77.259542 12.599602)
827,Rural Police Station Unit 217,27,,15.78177,74.526131,POINT(74.526131 15.78177)
828,Rural Police Station Unit 218,23,,16.109836,75.568433,POINT(75.568433 16.109836)
829,Rural Police Station Unit 219,12,,15.100471,77.064442,POINT(77.064442 15.100471)
830,Rural Police Station Unit 220,10,,14.818401,75.516013,POINT(75.516013 14.818401)
831,Rural Police Station Unit 221,5,,12.946034,77.422163,POINT(77.422163 12.946034)
832,Rural Police Station Unit 222,15,,13.290118,77.738899,POINT(77.738899 13.290118)
833,Rural Police Station Unit 223,24,,12.922116,76.237337,POINT(76.237337 12.922116)
834,Rural Police Station Unit 224,33,,13.371646,74.786619,POINT(74.786619 13.371646)
835,Rural Police Station Unit 225,27,,15.884761,74.501296,POINT(74.501296 15.884761)
836,Rural Police Station Unit 226,6,,16.433654,76.896798,POINT(76.896798 16.433654)
837,Rural Police Station Unit 227,23,,16.105066,75.543347,POINT(75.543347 16.105066)
838,Rural Police Station Unit 228,5,,12.941425,77.776605,POINT(77.776605 12.941425)
839,Rural Police Station Unit 229,6,,16.479337,76.944452,POINT(76.944452 16.479337)
840,Rural Police Station Unit 230,12,,15.248769,76.728977,POINT(76.728977 15.248769)
841,Rural Police Station Unit 231,2,,12.328563,76.52513,POINT(76.52513 12.328563)
842,Rural Police Station Unit 232,2,,12.205802,76.682697,POINT(76.682697 12.205802)
843,Rural Police Station Unit 233,1,,11.956398,77.181267,POINT(77.181267 11.956398)
844,Rural Police Station Unit 234,14,,12.897475,76.475356,POINT(76.475356 12.897475)
845,Rural Police Station Unit 235,1,,11.875028,75.303486,POINT(75.303486 11.875028)
846,Rural Police Station Unit 236,19,,15.40855,74.897628,POINT(74.897628 15.40855)
847,Rural Police Station Unit 237,22,,14.323003,76.01535,POINT(76.01535 14.323003)
848,Rural Police Station Unit 238,5,,12.87882,77.51483,POINT(77.51483 12.87882)
849,Rural Police Station Unit 239,29,,12.856279,77.239049,POINT(77.239049 12.856279)
850,Rural Police Station Unit 240,27,,15.919401,74.423893,POINT(74.423893 15.919401)
851,Rural Police Station Unit 241,33,,13.429137,74.599528,POINT(74.599528 13.429137)
852,Rural Police Station Unit 242,1,,16.269965,76.274345,POINT(76.274345 16.269965)
853,Rural Police Station Unit 243,9,,13.364447,77.188369,POINT(77.188369 13.364447)
854,Rural Police Station Unit 244,6,,16.544966,76.909932,POINT(76.909932 16.544966)
855,Rural Police Station Unit 245,19,,15.335087,74.982928,POINT(74.982928 15.335087)
856,Rural Police Station Unit 246,3,,12.729033,75.167895,POINT(75.167895 12.729033)
857,Rural Police Station Unit 247,9,,13.332951,77.051536,POINT(77.051536 13.332951)
858,Rural Police Station Unit 248,5,,12.802905,77.550326,POINT(77.550326 12.802905)
859,Rural Police Station Unit 249,7,,12.344909,75.865947,POINT(75.865947 12.344909)
860,Rural Police Station Unit 250,10,,14.693263,75.439704,POINT(75.439704 14.693263)
861,Rural Police Station Unit 251,2,,12.386967,76.727741,POINT(76.727741 12.386967)
862,Rural Police Station Unit 252,19,,15.317094,75.027952,POINT(75.027952 15.317094)
863,Rural Police Station Unit 253,2,,12.322906,76.721832,POINT(76.721832 12.322906)
864,Rural Police Station Unit 254,23,,16.081047,75.586532,POINT(75.586532 16.081047)
865,Rural Police Station Unit 255,27,,15.766837,74.874737,POINT(74.874737 15.766837)
866,Rural Police Station Unit 256,29,,12.801322,77.393475,POINT(77.393475 12.801322)
867,Rural Police Station Unit 257,3,,12.751451,75.118057,POINT(75.118057 12.751451)
868,Rural Police Station Unit 258,29,,12.811434,77.160515,POINT(77.160515 12.811434)
869,Rural Police Station Unit 259,10,,14.925457,75.368132,POINT(75.368132 14.925457)
870,Rural Police Station Unit 260,8,,13.103619,76.661043,POINT(76.661043 13.103619)
871,Rural Police Station Unit 261,23,,16.228173,75.718063,POINT(75.718063 16.228173)
872,Rural Police Station Unit 262,22,,14.587401,76.026585,POINT(76.026585 14.587401)
873,Rural Police Station Unit 263,6,,16.293792,76.849713,POINT(76.849713 16.293792)
874,Rural Police Station Unit 264,27,,15.852916,74.454974,POINT(74.454974 15.852916)
875,Rural Police Station Unit 265,5,,12.887286,77.547941,POINT(77.547941 12.887286)
876,Rural Police Station Unit 266,5,,12.897752,77.489573,POINT(77.489573 12.897752)
877,Rural Police Station Unit 267,1,,11.99356,78.133996,POINT(78.133996 11.99356)
878,Rural Police Station Unit 268,24,,12.857393,76.208036,POINT(76.208036 12.857393)
879,Rural Police Station Unit 269,29,,12.826666,77.417272,POINT(77.417272 12.826666)
880,Rural Police Station Unit 270,2,,12.182685,76.734472,POINT(76.734472 12.182685)
881,Rural Police Station Unit 271,16,,16.641274,77.007491,POINT(77.007491 16.641274)
882,Rural Police Station Unit 272,27,,15.931806,74.591058,POINT(74.591058 15.931806)
883,Rural Police Station Unit 273,27,,16.222514,74.400421,POINT(74.400421 16.222514)
884,Rural Police Station Unit 274,1,,12.161887,75.015138,POINT(75.015138 12.161887)
885,Rural Police Station Unit 275,6,,16.436472,76.843202,POINT(76.843202 16.436472)
886,Rural Police Station Unit 276,2,,12.431769,76.671344,POINT(76.671344 12.431769)
887,Rural Police Station Unit 277,9,,13.450545,77.179538,POINT(77.179538 13.450545)
888,Rural Police Station Unit 278,1,,13.447171,75.687172,POINT(75.687172 13.447171)
889,Rural Police Station Unit 279,2,,12.373268,76.615849,POINT(76.615849 12.373268)
890,Rural Police Station Unit 280,8,,12.437876,76.862559,POINT(76.862559 12.437876)
891,Rural Police Station Unit 281,9,,13.324362,77.065396,POINT(77.065396 13.324362)
892,Rural Police Station Unit 282,29,,12.641706,77.34002,POINT(77.34002 12.641706)
893,Rural Police Station Unit 283,15,,13.421747,77.679577,POINT(77.679577 13.421747)
894,Rural Police Station Unit 284,23,,16.207317,75.546321,POINT(75.546321 16.207317)
895,Rural Police Station Unit 285,16,,16.655239,77.190631,POINT(77.190631 16.655239)
896,Rural Police Station Unit 286,22,,14.514901,75.81821,POINT(75.81821 14.514901)
897,Rural Police Station Unit 287,12,,15.181881,76.863819,POINT(76.863819 15.181881)
898,Rural Police Station Unit 288,22,,14.548613,75.913604,POINT(75.913604 14.548613)
899,Rural Police Station Unit 289,24,,13.078732,76.088322,POINT(76.088322 13.078732)
900,Rural Police Station Unit 290,1,,17.785475,75.124855,POINT(75.124855 17.785475)
901,Rural Police Station Unit 291,7,,12.362736,75.714597,POINT(75.714597 12.362736)
902,Rural Police Station Unit 292,12,,15.281355,76.843893,POINT(76.843893 15.281355)
903,Rural Police Station Unit 293,3,,12.82975,75.126157,POINT(75.126157 12.82975)
904,Rural Police Station Unit 294,24,,12.944329,76.214777,POINT(76.214777 12.944329)
905,Rural Police Station Unit 295,23,,16.154285,75.553273,POINT(75.553273 16.154285)
906,Rural Police Station Unit 296,6,,16.34499,77.063272,POINT(77.063272 16.34499)
907,Rural Police Station Unit 297,27,,15.749297,74.52967,POINT(74.52967 15.749297)
908,Rural Police Station Unit 298,1,,16.871775,74.826043,POINT(74.826043 16.871775)
909,Rural Police Station Unit 299,19,,15.591315,75.137484,POINT(75.137484 15.591315)
910,Rural Police Station Unit 300,22,,14.446641,76.023869,POINT(76.023869 14.446641)
911,Rural Police Station Unit 301,1,,16.834945,77.560004,POINT(77.560004 16.834945)
912,Rural Police Station Unit 302,24,,12.929818,76.250192,POINT(76.250192 12.929818)
913,Rural Police Station Unit 303,15,,13.164774,77.804178,POINT(77.804178 13.164774)
914,Rural Police Station Unit 304,23,,16.229146,75.62825,POINT(75.62825 16.229146)
915,Rural Police Station Unit 305,6,,16.524815,76.79841,POINT(76.79841 16.524815)
916,Rural Police Station Unit 306,24,,13.041898,76.037851,POINT(76.037851 13.041898)
917,Rural Police Station Unit 307,15,,13.421797,77.940566,POINT(77.940566 13.421797)
918,Rural Police Station Unit 308,15,,13.144704,77.652679,POINT(77.652679 13.144704)
919,Rural Police Station Unit 309,27,,16.272519,75.258558,POINT(75.258558 16.272519)
920,Rural Police Station Unit 310,10,,14.665477,75.364992,POINT(75.364992 14.665477)
921,Rural Police Station Unit 311,22,,14.594238,75.85991,POINT(75.85991 14.594238)
922,Rural Police Station Unit 312,5,,13.131736,77.689984,POINT(77.689984 13.131736)
923,Rural Police Station Unit 313,9,,13.308386,77.017397,POINT(77.017397 13.308386)
924,Rural Police Station Unit 314,3,,12.676707,74.967604,POINT(74.967604 12.676707)
925,Rural Police Station Unit 315,19,,15.488832,74.933538,POINT(74.933538 15.488832)
926,Rural Police Station Unit 316,27,,15.761096,74.449747,POINT(74.449747 15.761096)
927,Rural Police Station Unit 317,8,,12.534281,76.846367,POINT(76.846367 12.534281)
928,Rural Police Station Unit 318,15,,13.278023,77.818648,POINT(77.818648 13.278023)
929,Rural Police Station Unit 319,6,,16.517453,76.827014,POINT(76.827014 16.517453)
930,Rural Police Station Unit 320,5,,12.825242,77.631282,POINT(77.631282 12.825242)
931,Rural Police Station Unit 321,22,,14.390376,75.819144,POINT(75.819144 14.390376)
932,Rural Police Station Unit 322,14,,12.24321,76.490775,POINT(76.490775 12.24321)
933,Rural Police Station Unit 323,10,,14.840298,75.51854,POINT(75.51854 14.840298)
934,Rural Police Station Unit 324,22,,14.566048,75.977212,POINT(75.977212 14.566048)
935,Rural Police Station Unit 325,12,,15.221532,76.80845,POINT(76.80845 15.221532)
936,Rural Police Station Unit 326,12,,15.252382,76.837064,POINT(76.837064 15.252382)
937,Rural Police Station Unit 327,2,,12.247528,76.582196,POINT(76.582196 12.247528)
938,Rural Police Station Unit 328,1,,16.374579,77.519426,POINT(77.519426 16.374579)
939,Rural Police Station Unit 329,9,,13.467575,77.005944,POINT(77.005944 13.467575)
940,Rural Police Station Unit 330,7,,12.549485,75.7564,POINT(75.7564 12.549485)
941,Rural Police Station Unit 331,6,,16.347636,76.833125,POINT(76.833125 16.347636)
942,Rural Police Station Unit 332,22,,14.529455,76.027487,POINT(76.027487 14.529455)
943,Rural Police Station Unit 333,3,,12.779561,75.122521,POINT(75.122521 12.779561)
944,Rural Police Station Unit 334,2,,12.192444,76.518582,POINT(76.518582 12.192444)
945,Rural Police Station Unit 335,27,,16.193746,75.414157,POINT(75.414157 16.193746)
946,Rural Police Station Unit 336,3,,12.881929,75.041151,POINT(75.041151 12.881929)
947,Rural Police Station Unit 337,24,,12.980828,76.10885,POINT(76.10885 12.980828)
948,Rural Police Station Unit 338,19,,15.595787,75.026441,POINT(75.026441 15.595787)
949,Rural Police Station Unit 339,23,,16.163677,75.789038,POINT(75.789038 16.163677)
950,Rural Police Station Unit 340,14,,12.862807,77.548674,POINT(77.548674 12.862807)
951,Rural Police Station Unit 341,6,,16.419091,76.893333,POINT(76.893333 16.419091)
952,Rural Police Station Unit 342,27,,16.096632,74.409884,POINT(74.409884 16.096632)
953,Rural Police Station Unit 343,10,,14.657483,75.448805,POINT(75.448805 14.657483)
954,Rural Police Station Unit 344,33,,13.334713,74.681215,POINT(74.681215 13.334713)
955,Rural Police Station Unit 345,7,,12.512449,75.628796,POINT(75.628796 12.512449)
956,Rural Police Station Unit 346,15,,13.1568,77.947843,POINT(77.947843 13.1568)
957,Rural Police Station Unit 347,22,,14.544533,75.868375,POINT(75.868375 14.544533)
958,Rural Police Station Unit 348,24,,12.95358,76.143095,POINT(76.143095 12.95358)
959,Rural Police Station Unit 349,24,,13.139173,76.193061,POINT(76.193061 13.139173)
960,Rural Police Station Unit 350,10,,14.801062,75.541569,POINT(75.541569 14.801062)
961,Rural Police Station Unit 351,16,,16.784672,77.255217,POINT(77.255217 16.784672)
962,Rural Police Station Unit 352,10,,14.873487,75.257105,POINT(75.257105 14.873487)
963,Rural Police Station Unit 353,1,,12.642897,74.518996,POINT(74.518996 12.642897)
964,Rural Police Station Unit 354,1,,16.77332,76.523414,POINT(76.523414 16.77332)
965,Rural Police Station Unit 355,5,,12.843273,77.731148,POINT(77.731148 12.843273)
966,Rural Police Station Unit 356,16,,16.782456,77.126094,POINT(77.126094 16.782456)
967,Rural Police Station Unit 357,6,,16.462603,77.023748,POINT(77.023748 16.462603)
968,Rural Police Station Unit 358,3,,12.793246,75.041196,POINT(75.041196 12.793246)
969,Rural Police Station Unit 359,9,,13.354496,77.030595,POINT(77.030595 13.354496)
970,Rural Police Station Unit 360,1,,11.70877,78.062911,POINT(78.062911 11.70877)
971,Rural Police Station Unit 361,6,,16.41872,77.063853,POINT(77.063853 16.41872)
972,Rural Police Station Unit 362,15,,13.2983,77.856135,POINT(77.856135 13.2983)
973,Rural Police Station Unit 363,5,,12.972858,77.555398,POINT(77.555398 12.972858)
974,Rural Police Station Unit 364,2,,12.471649,76.735647,POINT(76.735647 12.471649)
975,Rural Police Station Unit 365,8,,12.501384,76.589034,POINT(76.589034 12.501384)
976,Rural Police Station Unit 366,7,,12.303295,75.790947,POINT(75.790947 12.303295)
977,Rural Police Station Unit 367,8,,12.651817,76.672579,POINT(76.672579 12.651817)
978,Rural Police Station Unit 368,23,,16.139493,75.819505,POINT(75.819505 16.139493)
979,Rural Police Station Unit 369,16,,16.680908,77.167022,POINT(77.167022 16.680908)
980,Rural Police Station Unit 370,16,,16.785255,77.191569,POINT(77.191569 16.785255)
981,Rural Police Station Unit 371,33,,13.817877,74.826613,POINT(74.826613 13.817877)
982,Rural Police Station Unit 372,24,,12.954546,75.974415,POINT(75.974415 12.954546)
983,Rural Police Station Unit 373,10,,14.932369,75.326226,POINT(75.326226 14.932369)
984,Rural Police Station Unit 374,5,,12.864076,77.751008,POINT(77.751008 12.864076)
985,Rural Police Station Unit 375,1,,11.527728,77.72454,POINT(77.72454 11.527728)
986,Rural Police Station Unit 376,1,,11.66438,74.402175,POINT(74.402175 11.66438)
987,Rural Police Station Unit 377,27,,15.795486,74.562431,POINT(74.562431 15.795486)
988,Rural Police Station Unit 378,23,,16.199744,75.715055,POINT(75.715055 16.199744)
989,Rural Police Station Unit 379,7,,12.317461,75.793692,POINT(75.793692 12.317461)
990,Rural Police Station Unit 380,3,,12.858035,75.140122,POINT(75.140122 12.858035)
991,Rural Police Station Unit 381,23,,16.264268,75.803324,POINT(75.803324 16.264268)
992,Rural Police Station Unit 382,6,,16.477462,77.07235,POINT(77.07235 16.477462)
993,Rural Police Station Unit 383,14,,15.029622,77.392495,POINT(77.392495 15.029622)
994,Rural Police Station Unit 384,10,,14.82611,75.521325,POINT(75.521325 14.82611)
995,Rural Police Station Unit 385,6,,16.541438,76.960091,POINT(76.960091 16.541438)
996,Rural Police Station Unit 386,5,,12.969129,77.742219,POINT(77.742219 12.969129)
997,Rural Police Station Unit 387,3,,12.843505,75.178594,POINT(75.178594 12.843505)
998,Rural Police Station Unit 388,16,,16.646258,77.041275,POINT(77.041275 16.646258)
999,Rural Police Station Unit 389,22,,14.372878,76.02917,POINT(76.02917 14.372878)
1000,Rural Police Station Unit 390,2,,12.222122,76.508119,POINT(76.508119 12.222122)
1001,Rural Police Station Unit 391,15,,13.405896,77.760278,POINT(77.760278 13.405896)
1002,Rural Police Station Unit 392,14,,12.933193,77.502342,POINT(77.502342 12.933193)
1003,Rural Police Station Unit 393,22,,14.527769,75.929867,POINT(75.929867 14.527769)
1004,Rural Police Station Unit 394,27,,15.712973,74.547555,POINT(74.547555 15.712973)
1005,Rural Police Station Unit 395,6,,16.488993,76.79306,POINT(76.79306 16.488993)
1006,Rural Police Station Unit 396,23,,16.042124,75.705776,POINT(75.705776 16.042124)
1007,Rural Police Station Unit 397,8,,12.465626,76.983384,POINT(76.983384 12.465626)
1008,Rural Police Station Unit 398,22,,14.448072,75.792728,POINT(75.792728 14.448072)
1009,Rural Police Station Unit 399,1,,15.490981,74.458204,POINT(74.458204 15.490981)
1010,Rural Police Station Unit 400,1,,11.787266,77.53413,POINT(77.53413 11.787266)
1011,Rural Police Station Unit 401,33,,13.328424,74.604102,POINT(74.604102 13.328424)
1012,Rural Police Station Unit 402,12,,15.252487,76.764893,POINT(76.764893 15.252487)
